 time            v(out)          time            v(outpl)       
 3.18500000e-01  9.72050439e-01  3.18500000e-01  9.39961383e-01 
 3.19500000e-01  9.77245972e-01  3.19500000e-01  9.45322885e-01 
 3.20000000e-01  9.79836520e-01  3.20000000e-01  9.48002516e-01 
 3.20100000e-01  9.79523110e-01  3.20100000e-01  9.47698014e-01 
 3.20300000e-01  9.78873806e-01  3.20300000e-01  9.47064871e-01 
 3.20700000e-01  9.77573756e-01  3.20700000e-01  9.45797450e-01 
 3.21500000e-01  9.74950478e-01  3.21500000e-01  9.43238092e-01 
 3.22500000e-01  9.71568824e-01  3.22500000e-01  9.39924315e-01 
 3.23500000e-01  9.67998760e-01  3.23500000e-01  9.36395734e-01 
 3.24500000e-01  9.64169420e-01  3.24500000e-01  9.32569606e-01 
 3.25500000e-01  9.60028338e-01  3.25500000e-01  9.28386914e-01 
 3.26500000e-01  9.55544889e-01  3.26500000e-01  9.23816965e-01 
 3.27500000e-01  9.50720712e-01  3.27500000e-01  9.18868268e-01 
 3.28500000e-01  9.45590738e-01  3.28500000e-01  9.13587337e-01 
 3.29500000e-01  9.40226924e-01  3.29500000e-01  9.08060443e-01 
 3.30000000e-01  9.37487618e-01  3.30000000e-01  9.05239367e-01 
 3.30100000e-01  9.36884558e-01  3.30100000e-01  9.04619876e-01 
 3.30300000e-01  9.35674900e-01  3.30300000e-01  9.03377407e-01 
 3.30700000e-01  9.33251208e-01  3.30700000e-01  9.00889690e-01 
 3.31500000e-01  9.28416497e-01  3.31500000e-01  8.95935494e-01 
 3.32500000e-01  9.22485196e-01  3.32500000e-01  8.89876463e-01 
 3.33500000e-01  9.16797160e-01  3.33500000e-01  8.84090626e-01 
 3.34500000e-01  9.11459130e-01  3.34500000e-01  8.78688640e-01 
 3.35500000e-01  9.06542468e-01  3.35500000e-01  8.73743689e-01 
 3.36500000e-01  9.02072884e-01  3.36500000e-01  8.69281261e-01 
 3.37500000e-01  8.98027941e-01  3.37500000e-01  8.65276905e-01 
 3.38500000e-01  8.94341379e-01  3.38500000e-01  8.61660188e-01 
 3.39500000e-01  8.90911726e-01  3.39500000e-01  8.58323225e-01 
 3.40000000e-01  8.89254101e-01  3.40000000e-01  8.56717654e-01 
 3.40100000e-01  8.89455353e-01  3.40100000e-01  8.56931330e-01 
 3.40300000e-01  8.89871155e-01  3.40300000e-01  8.57373370e-01 
 3.40700000e-01  8.90696275e-01  3.40700000e-01  8.58251054e-01 
 3.41500000e-01  8.92284255e-01  3.41500000e-01  8.59942348e-01 
 3.42500000e-01  8.94062336e-01  3.42500000e-01  8.61836735e-01 
 3.43500000e-01  8.95498026e-01  3.43500000e-01  8.63360907e-01 
 3.44500000e-01  8.96503495e-01  3.44500000e-01  8.64415422e-01 
 3.45500000e-01  8.97032919e-01  3.45500000e-01  8.64947527e-01 
 3.46500000e-01  8.97090276e-01  3.46500000e-01  8.64961169e-01 
 3.47500000e-01  8.96726037e-01  3.47500000e-01  8.64513570e-01 
 3.48500000e-01  8.96032519e-01  3.48500000e-01  8.63708995e-01 
 3.49500000e-01  8.95131160e-01  3.49500000e-01  8.62682881e-01 
 3.50000000e-01  8.94646176e-01  3.50000000e-01  8.62134749e-01 
 3.50100000e-01  8.94548629e-01  3.50100000e-01  8.62024753e-01 
 3.50300000e-01  8.94354392e-01  3.50300000e-01  8.61805819e-01 
 3.50700000e-01  8.93972800e-01  3.50700000e-01  8.61376225e-01 
 3.51500000e-01  8.93269475e-01  3.51500000e-01  8.60584298e-01 
 3.52500000e-01  8.92591085e-01  3.52500000e-01  8.59815048e-01 
 3.53500000e-01  8.92246101e-01  3.53500000e-01  8.59406702e-01 
 3.54500000e-01  8.92322328e-01  3.54500000e-01  8.59451507e-01 
 3.55500000e-01  8.92866289e-01  3.55500000e-01  8.59997668e-01 
 3.56500000e-01  8.93875335e-01  3.56500000e-01  8.61042712e-01 
 3.57500000e-01  8.95298604e-01  3.57500000e-01  8.62533824e-01 
 3.58500000e-01  8.97044101e-01  3.58500000e-01  8.64375185e-01 
 3.59500000e-01  8.98990764e-01  3.59500000e-01  8.66439202e-01 
 3.60000000e-01  8.99996626e-01  3.60000000e-01  8.67509036e-01 
 3.60100000e-01  9.00145235e-01  3.60100000e-01  8.67670507e-01 
 3.60300000e-01  9.00440315e-01  3.60300000e-01  8.67991317e-01 
 3.60700000e-01  9.01023932e-01  3.60700000e-01  8.68626706e-01 
 3.61500000e-01  9.02133973e-01  3.61500000e-01  8.69838390e-01 
 3.62500000e-01  9.03326777e-01  3.62500000e-01  8.71145236e-01 
 3.63500000e-01  9.04195704e-01  3.63500000e-01  8.72100408e-01 
 3.64500000e-01  9.04654754e-01  3.64500000e-01  8.72606144e-01 
 3.65500000e-01  9.04658140e-01  3.65500000e-01  8.72609749e-01 
 3.66500000e-01  9.04205428e-01  3.66500000e-01  8.72110867e-01 
 3.67500000e-01  9.03342063e-01  3.67500000e-01  8.71161698e-01 
 3.68500000e-01  9.02153274e-01  3.68500000e-01  8.69859307e-01 
 3.69500000e-01  9.00755063e-01  3.69500000e-01  8.68333803e-01 
 3.70500000e-01  8.99282394e-01  3.70500000e-01  8.66734023e-01 
 3.71500000e-01  8.97877042e-01  3.71500000e-01  8.65213796e-01 
 3.72500000e-01  8.96675687e-01  3.72500000e-01  8.63918829e-01 
 3.73500000e-01  8.95797687e-01  3.73500000e-01  8.62975017e-01 
 3.74500000e-01  8.95332685e-01  3.74500000e-01  8.62476006e-01 
 3.75500000e-01  8.95329422e-01  3.75500000e-01  8.62472412e-01 
 3.76500000e-01  8.95787968e-01  3.76500000e-01  8.62964431e-01 
 3.77500000e-01  8.96660437e-01  3.77500000e-01  8.63902251e-01 
 3.78500000e-01  8.97857604e-01  3.78500000e-01  8.65192737e-01 
 3.79500000e-01  8.99260877e-01  3.79500000e-01  8.66710712e-01 
 3.80500000e-01  9.00733592e-01  3.80500000e-01  8.68310526e-01 
 3.81500000e-01  9.02134017e-01  3.81500000e-01  8.69838444e-01 
 3.82500000e-01  9.03326780e-01  3.82500000e-01  8.71145229e-01 
 3.83500000e-01  9.04195711e-01  3.83500000e-01  8.72100406e-01 
 3.84500000e-01  9.04654789e-01  3.84500000e-01  8.72606144e-01 
 3.85500000e-01  9.04658173e-01  3.85500000e-01  8.72609748e-01 
 3.86500000e-01  9.04205404e-01  3.86500000e-01  8.72110868e-01 
 3.87500000e-01  9.03342054e-01  3.87500000e-01  8.71161697e-01 
 3.88500000e-01  9.02153296e-01  3.88500000e-01  8.69859307e-01 
 3.89500000e-01  9.00755106e-01  3.89500000e-01  8.68333802e-01 
 3.90500000e-01  8.99282389e-01  3.90500000e-01  8.66734024e-01 
 3.91500000e-01  8.97877030e-01  3.91500000e-01  8.65213795e-01 
 3.92500000e-01  8.96675709e-01  3.92500000e-01  8.63918829e-01 
 3.93500000e-01  8.95797709e-01  3.93500000e-01  8.62975016e-01 
 3.94500000e-01  8.95332736e-01  3.94500000e-01  8.62476007e-01 
 3.95500000e-01  8.95329395e-01  3.95500000e-01  8.62472411e-01 
 3.96500000e-01  8.95787954e-01  3.96500000e-01  8.62964431e-01 
 3.97500000e-01  8.96660405e-01  3.97500000e-01  8.63902250e-01 
 3.98500000e-01  8.97857637e-01  3.98500000e-01  8.65192738e-01 
 3.99500000e-01  8.99260902e-01  3.99500000e-01  8.66710711e-01 
 4.00000000e-01  8.99997329e-01  4.00000000e-01  8.67509816e-01 
 4.00100000e-01  9.00145222e-01  4.00100000e-01  8.67670516e-01 
 4.00300000e-01  9.00440303e-01  4.00300000e-01  8.67991309e-01 
 4.00700000e-01  9.01023912e-01  4.00700000e-01  8.68626714e-01 
 4.01500000e-01  9.02134015e-01  4.01500000e-01  8.69838383e-01 
 4.02500000e-01  9.03326846e-01  4.02500000e-01  8.71145244e-01 
 4.03500000e-01  9.04195708e-01  4.03500000e-01  8.72100400e-01 
 4.04500000e-01  9.04654811e-01  4.04500000e-01  8.72606152e-01 
 4.05500000e-01  9.04658141e-01  4.05500000e-01  8.72609742e-01 
 4.06500000e-01  9.04205434e-01  4.06500000e-01  8.72110875e-01 
 4.07500000e-01  9.03342043e-01  4.07500000e-01  8.71161690e-01 
 4.08500000e-01  9.02153309e-01  4.08500000e-01  8.69859315e-01 
 4.09500000e-01  9.00755061e-01  4.09500000e-01  8.68333795e-01 
 4.10500000e-01  8.99282412e-01  4.10500000e-01  8.66734030e-01 
 4.11500000e-01  8.97877024e-01  4.11500000e-01  8.65213787e-01 
 4.12500000e-01  8.96675702e-01  4.12500000e-01  8.63918836e-01 
 4.13500000e-01  8.95797705e-01  4.13500000e-01  8.62975009e-01 
 4.14500000e-01  8.95332689e-01  4.14500000e-01  8.62476014e-01 
 4.15500000e-01  8.95329394e-01  4.15500000e-01  8.62472405e-01 
 4.16500000e-01  8.95787950e-01  4.16500000e-01  8.62964439e-01 
 4.17500000e-01  8.96660401e-01  4.17500000e-01  8.63902243e-01 
 4.18500000e-01  8.97857649e-01  4.18500000e-01  8.65192744e-01 
 4.19500000e-01  8.99260879e-01  4.19500000e-01  8.66710703e-01 
 4.20500000e-01  9.00733598e-01  4.20500000e-01  8.68310534e-01 
 4.21500000e-01  9.02133952e-01  4.21500000e-01  8.69838436e-01 
 4.22500000e-01  9.03326789e-01  4.22500000e-01  8.71145236e-01 
 4.23500000e-01  9.04195695e-01  4.23500000e-01  8.72100400e-01 
 4.24500000e-01  9.04654797e-01  4.24500000e-01  8.72606152e-01 
 4.25500000e-01  9.04658169e-01  4.25500000e-01  8.72609741e-01 
 4.26500000e-01  9.04205446e-01  4.26500000e-01  8.72110875e-01 
 4.27500000e-01  9.03342042e-01  4.27500000e-01  8.71161691e-01 
 4.28500000e-01  9.02153312e-01  4.28500000e-01  8.69859315e-01 
 4.29500000e-01  9.00755099e-01  4.29500000e-01  8.68333795e-01 
 4.30500000e-01  8.99282389e-01  4.30500000e-01  8.66734030e-01 
 4.31500000e-01  8.97877051e-01  4.31500000e-01  8.65213788e-01 
 4.32500000e-01  8.96675719e-01  4.32500000e-01  8.63918837e-01 
 4.33500000e-01  8.95797689e-01  4.33500000e-01  8.62975009e-01 
 4.34500000e-01  8.95332744e-01  4.34500000e-01  8.62476015e-01 
 4.35500000e-01  8.95329378e-01  4.35500000e-01  8.62472405e-01 
 4.36500000e-01  8.95787959e-01  4.36500000e-01  8.62964439e-01 
 4.37500000e-01  8.96660427e-01  4.37500000e-01  8.63902243e-01 
 4.38500000e-01  8.97857649e-01  4.38500000e-01  8.65192745e-01 
 4.39500000e-01  8.99260890e-01  4.39500000e-01  8.66710703e-01 
 4.40500000e-01  9.00733597e-01  4.40500000e-01  8.68310534e-01 
 4.41500000e-01  9.02133986e-01  4.41500000e-01  8.69838436e-01 
 4.42500000e-01  9.03326798e-01  4.42500000e-01  8.71145236e-01 
 4.43500000e-01  9.04195711e-01  4.43500000e-01  8.72100399e-01 
 4.44500000e-01  9.04654787e-01  4.44500000e-01  8.72606152e-01 
 4.45500000e-01  9.04658129e-01  4.45500000e-01  8.72609742e-01 
 4.46500000e-01  9.04205437e-01  4.46500000e-01  8.72110874e-01 
 4.47500000e-01  9.03342059e-01  4.47500000e-01  8.71161691e-01 
 4.48500000e-01  9.02153289e-01  4.48500000e-01  8.69859314e-01 
 4.49500000e-01  9.00755074e-01  4.49500000e-01  8.68333794e-01 
 4.50500000e-01  8.99282409e-01  4.50500000e-01  8.66734031e-01 
 4.51500000e-01  8.97877076e-01  4.51500000e-01  8.65213787e-01 
 4.52500000e-01  8.96675717e-01  4.52500000e-01  8.63918837e-01 
 4.53500000e-01  8.95797709e-01  4.53500000e-01  8.62975009e-01 
 4.54500000e-01  8.95332718e-01  4.54500000e-01  8.62476015e-01 
 4.55500000e-01  8.95329395e-01  4.55500000e-01  8.62472404e-01 
 4.56500000e-01  8.95787948e-01  4.56500000e-01  8.62964439e-01 
 4.57500000e-01  8.96660396e-01  4.57500000e-01  8.63902243e-01 
 4.58500000e-01  8.97857656e-01  4.58500000e-01  8.65192745e-01 
 4.59500000e-01  8.99260854e-01  4.59500000e-01  8.66710703e-01 
 4.60500000e-01  9.00733595e-01  4.60500000e-01  8.68310533e-01 
 4.61500000e-01  9.02133974e-01  4.61500000e-01  8.69838437e-01 
 4.62500000e-01  9.03326802e-01  4.62500000e-01  8.71145236e-01 
 4.63500000e-01  9.04195672e-01  4.63500000e-01  8.72100399e-01 
 4.64500000e-01  9.04654803e-01  4.64500000e-01  8.72606153e-01 
 4.65500000e-01  9.04658131e-01  4.65500000e-01  8.72609742e-01 
 4.66500000e-01  9.04205452e-01  4.66500000e-01  8.72110876e-01 
 4.67500000e-01  9.03342028e-01  4.67500000e-01  8.71161689e-01 
 4.68500000e-01  9.02153319e-01  4.68500000e-01  8.69859316e-01 
 4.69500000e-01  9.00755101e-01  4.69500000e-01  8.68333794e-01 
 4.70500000e-01  8.99282386e-01  4.70500000e-01  8.66734031e-01 
 4.71500000e-01  8.97877089e-01  4.71500000e-01  8.65213787e-01 
 4.72500000e-01  8.96675712e-01  4.72500000e-01  8.63918837e-01 
 4.73500000e-01  8.95797689e-01  4.73500000e-01  8.62975009e-01 
 4.74500000e-01  8.95332716e-01  4.74500000e-01  8.62476014e-01 
 4.75500000e-01  8.95329385e-01  4.75500000e-01  8.62472404e-01 
 4.76500000e-01  8.95787955e-01  4.76500000e-01  8.62964439e-01 
 4.77500000e-01  8.96660404e-01  4.77500000e-01  8.63902242e-01 
 4.78500000e-01  8.97857662e-01  4.78500000e-01  8.65192745e-01 
 4.79500000e-01  8.99260844e-01  4.79500000e-01  8.66710704e-01 
 4.80000000e-01  8.99997346e-01  4.80000000e-01  8.67509822e-01 
 4.80100000e-01  9.00158483e-01  4.80100000e-01  8.67683805e-01 
 4.80300000e-01  9.00480311e-01  4.80300000e-01  8.68031513e-01 
 4.80700000e-01  9.01117313e-01  4.80700000e-01  8.68720553e-01 
 4.81500000e-01  9.02333282e-01  4.81500000e-01  8.70038673e-01 
 4.82500000e-01  9.03657168e-01  4.82500000e-01  8.71477330e-01 
 4.83500000e-01  9.04656407e-01  4.83500000e-01  8.72563420e-01 
 4.84500000e-01  9.05245724e-01  4.84500000e-01  8.73200152e-01 
 4.85500000e-01  9.05380426e-01  4.85500000e-01  8.73335769e-01 
 4.86500000e-01  9.05061116e-01  4.86500000e-01  8.72970892e-01 
 4.87500000e-01  9.04333539e-01  4.87500000e-01  8.72158237e-01 
 4.88500000e-01  9.03283384e-01  4.88500000e-01  8.70995098e-01 
 4.89500000e-01  9.02026136e-01  4.89500000e-01  8.69611210e-01 
 4.90500000e-01  9.00696161e-01  4.90500000e-01  8.68154820e-01 
 4.91500000e-01  8.99434407e-01  4.91500000e-01  8.66778779e-01 
 4.92500000e-01  8.98376432e-01  4.92500000e-01  8.65627848e-01 
 4.93500000e-01  8.97640557e-01  4.93500000e-01  8.64826794e-01 
 4.94500000e-01  8.97315418e-01  4.94500000e-01  8.64468352e-01 
 4.95500000e-01  8.97448903e-01  4.95500000e-01  8.64602175e-01 
 4.96500000e-01  8.98040371e-01  4.96500000e-01  8.65227842e-01 
 4.97500000e-01  8.99041538e-01  4.97500000e-01  8.66295027e-01 
 4.98500000e-01  9.00363086e-01  4.98500000e-01  8.67710578e-01 
 4.99500000e-01  9.01886642e-01  4.99500000e-01  8.69349586e-01 
 5.00500000e-01  9.03476527e-01  5.00500000e-01  8.71067366e-01 
 5.01500000e-01  9.04992485e-01  5.01500000e-01  8.72711597e-01 
 5.02500000e-01  9.06301375e-01  5.02500000e-01  8.74135176e-01 
 5.03500000e-01  9.07289178e-01  5.03500000e-01  8.75209962e-01 
 5.04500000e-01  9.07872450e-01  5.04500000e-01  8.75840579e-01 
 5.05500000e-01  9.08007059e-01  5.05500000e-01  8.75976122e-01 
 5.06500000e-01  9.07693563e-01  5.06500000e-01  8.75617219e-01 
 5.07500000e-01  9.06977284e-01  5.07500000e-01  8.74815742e-01 
 5.08500000e-01  9.05941954e-01  5.08500000e-01  8.73667504e-01 
 5.09500000e-01  9.04701505e-01  5.09500000e-01  8.72300439e-01 
 5.10500000e-01  9.03388570e-01  5.10500000e-01  8.70860976e-01 
 5.11500000e-01  9.02142207e-01  5.11500000e-01  8.69500366e-01 
 5.12500000e-01  9.01096979e-01  5.12500000e-01  8.68362092e-01 
 5.13500000e-01  9.00370102e-01  5.13500000e-01  8.67569987e-01 
 5.14500000e-01  9.00049632e-01  5.14500000e-01  8.67216175e-01 
 5.15500000e-01  9.00183036e-01  5.15500000e-01  8.67350008e-01 
 5.16500000e-01  9.00769905e-01  5.16500000e-01  8.67971061e-01 
 5.17500000e-01  9.01761970e-01  5.17500000e-01  8.69029301e-01 
 5.18500000e-01  9.03070827e-01  5.18500000e-01  8.70432171e-01 
 5.19500000e-01  9.04578734e-01  5.19500000e-01  8.72055701e-01 
 5.20000000e-01  9.05365643e-01  5.20000000e-01  8.72905692e-01 
 5.20100000e-01  9.05530086e-01  5.20100000e-01  8.73083090e-01 
 5.20300000e-01  9.05858455e-01  5.20300000e-01  8.73437381e-01 
 5.20700000e-01  9.06508263e-01  5.20700000e-01  8.74139433e-01 
 5.21500000e-01  9.07750109e-01  5.21500000e-01  8.75483812e-01 
 5.22500000e-01  9.09109363e-01  5.22500000e-01  8.76958272e-01 
 5.23500000e-01  9.10150867e-01  5.23500000e-01  8.78087158e-01 
 5.24500000e-01  9.10793038e-01  5.24500000e-01  8.78777096e-01 
 5.25500000e-01  9.10993097e-01  5.25500000e-01  8.78978535e-01 
 5.26500000e-01  9.10752212e-01  5.26500000e-01  8.78692557e-01 
 5.27500000e-01  9.10114937e-01  5.27500000e-01  8.77970495e-01 
 5.28500000e-01  9.09163801e-01  5.28500000e-01  8.76906751e-01 
 5.29500000e-01  9.08010676e-01  5.29500000e-01  8.75627307e-01 
 5.30500000e-01  9.06785918e-01  5.30500000e-01  8.74276441e-01 
 5.31500000e-01  9.05626850e-01  5.31500000e-01  8.73003352e-01 
 5.32500000e-01  9.04665905e-01  5.32500000e-01  8.71949723e-01 
 5.33500000e-01  9.04018982e-01  5.33500000e-01  8.71237929e-01 
 5.34500000e-01  9.03773030e-01  5.34500000e-01  8.70958984e-01 
 5.35500000e-01  9.03974751e-01  5.35500000e-01  8.71161496e-01 
 5.36500000e-01  9.04623287e-01  5.36500000e-01  8.71844679e-01 
 5.37500000e-01  9.05670477e-01  5.37500000e-01  8.72958583e-01 
 5.38500000e-01  9.07028543e-01  5.38500000e-01  8.74411202e-01 
 5.39500000e-01  9.08580946e-01  5.39500000e-01  8.76079670e-01 
 5.40500000e-01  9.10195114e-01  5.40500000e-01  8.77822290e-01 
 5.41500000e-01  9.11734719e-01  5.41500000e-01  8.79490713e-01 
 5.42500000e-01  9.13071339e-01  5.42500000e-01  8.80942494e-01 
 5.43500000e-01  9.14095692e-01  5.43500000e-01  8.82054344e-01 
 5.44500000e-01  9.14728593e-01  5.44500000e-01  8.82735046e-01 
 5.45500000e-01  9.14928466e-01  5.45500000e-01  8.82936341e-01 
 5.46500000e-01  9.14696457e-01  5.46500000e-01  8.82659310e-01 
 5.47500000e-01  9.14075867e-01  5.47500000e-01  8.81954025e-01 
 5.48500000e-01  9.13147116e-01  5.48500000e-01  8.80912659e-01 
 5.49500000e-01  9.12019246e-01  5.49500000e-01  8.79658486e-01 
 5.50500000e-01  9.10820005e-01  5.50500000e-01  8.78333054e-01 
 5.51500000e-01  9.09684176e-01  5.51500000e-01  8.77083155e-01 
 5.52500000e-01  9.08742239e-01  5.52500000e-01  8.76048542e-01 
 5.53500000e-01  9.08108812e-01  5.53500000e-01  8.75350187e-01 
 5.54500000e-01  9.07869783e-01  5.54500000e-01  8.75078178e-01 
 5.55500000e-01  9.08071376e-01  5.55500000e-01  8.75280671e-01 
 5.56500000e-01  9.08712856e-01  5.56500000e-01  8.75956872e-01 
 5.57500000e-01  9.09746472e-01  5.57500000e-01  8.77057272e-01 
 5.58500000e-01  9.11085265e-01  5.58500000e-01  8.78490770e-01 
 5.59500000e-01  9.12614107e-01  5.59500000e-01  8.80135897e-01 
 5.60000000e-01  9.13409232e-01  5.60000000e-01  8.80994387e-01 
 5.60100000e-01  9.13555370e-01  5.60100000e-01  8.81153459e-01 
 5.60300000e-01  9.13846612e-01  5.60300000e-01  8.81470520e-01 
 5.60700000e-01  9.14422268e-01  5.60700000e-01  8.82098241e-01 
 5.61500000e-01  9.15517694e-01  5.61500000e-01  8.83295720e-01 
 5.62500000e-01  9.16700639e-01  5.62500000e-01  8.84593310e-01 
 5.63500000e-01  9.17578003e-01  5.63500000e-01  8.85557358e-01 
 5.64500000e-01  9.18071581e-01  5.64500000e-01  8.86098033e-01 
 5.65500000e-01  9.18140230e-01  5.65500000e-01  8.86167363e-01 
 5.66500000e-01  9.17784192e-01  5.66500000e-01  8.85765493e-01 
 5.67500000e-01  9.17044862e-01  5.67500000e-01  8.84940667e-01 
 5.68500000e-01  9.16000207e-01  5.68500000e-01  8.83782643e-01 
 5.69500000e-01  9.14756991e-01  5.69500000e-01  8.82412311e-01 
 5.70500000e-01  9.13440814e-01  5.70500000e-01  8.80969126e-01 
 5.71500000e-01  9.12184922e-01  5.71500000e-01  8.79598396e-01 
 5.72500000e-01  9.11119014e-01  5.72500000e-01  8.78438955e-01 
 5.73500000e-01  9.10357234e-01  5.73500000e-01  8.77611437e-01 
 5.74500000e-01  9.09985515e-01  5.74500000e-01  8.77205992e-01 
 5.75500000e-01  9.10050683e-01  5.75500000e-01  8.77271228e-01 
 5.76500000e-01  9.10552460e-01  5.76500000e-01  8.77807022e-01 
 5.77500000e-01  9.11444132e-01  5.77500000e-01  8.78764768e-01 
 5.78500000e-01  9.12639741e-01  5.78500000e-01  8.80054344e-01 
 5.79500000e-01  9.14025209e-01  5.79500000e-01  8.81555360e-01 
 5.80500000e-01  9.15471091e-01  5.80500000e-01  8.83129054e-01 
 5.81500000e-01  9.16844289e-01  5.81500000e-01  8.84630419e-01 
 5.82500000e-01  9.18019754e-01  5.82500000e-01  8.85920409e-01 
 5.83500000e-01  9.18891379e-01  5.83500000e-01  8.86878781e-01 
 5.84500000e-01  9.19381856e-01  5.84500000e-01  8.87416392e-01 
 5.85500000e-01  9.19450525e-01  5.85500000e-01  8.87485690e-01 
 5.86500000e-01  9.19097458e-01  5.86500000e-01  8.87086831e-01 
 5.87500000e-01  9.18363733e-01  5.87500000e-01  8.86267625e-01 
 5.88500000e-01  9.17326639e-01  5.88500000e-01  8.85117099e-01 
 5.89500000e-01  9.16091866e-01  5.89500000e-01  8.83755229e-01 
 5.90500000e-01  9.14784223e-01  5.90500000e-01  8.82320560e-01 
 5.91500000e-01  9.13536097e-01  5.91500000e-01  8.80957597e-01 
 5.92500000e-01  9.12476640e-01  5.92500000e-01  8.79804531e-01 
 5.93500000e-01  9.11719344e-01  5.93500000e-01  8.78981519e-01 
 5.94500000e-01  9.11350030e-01  5.94500000e-01  8.78578410e-01 
 5.95500000e-01  9.11415140e-01  5.95500000e-01  8.78643654e-01 
 5.96500000e-01  9.11914548e-01  5.96500000e-01  8.79177132e-01 
 5.97500000e-01  9.12801761e-01  5.97500000e-01  8.80130383e-01 
 5.98500000e-01  9.13990942e-01  5.98500000e-01  8.81413590e-01 
 5.99500000e-01  9.15368650e-01  5.99500000e-01  8.82906831e-01 
 6.00000000e-01  9.16088052e-01  6.00000000e-01  8.83689280e-01 
 6.00100000e-01  9.16219089e-01  6.00100000e-01  8.83833175e-01 
 6.00300000e-01  9.16480132e-01  6.00300000e-01  8.84119909e-01 
 6.00700000e-01  9.16995646e-01  6.00700000e-01  8.84687164e-01 
 6.01500000e-01  9.17971836e-01  6.01500000e-01  8.85764835e-01 
 6.02500000e-01  9.19008975e-01  6.02500000e-01  8.86915787e-01 
 6.03500000e-01  9.19745013e-01  6.03500000e-01  8.87737782e-01 
 6.04500000e-01  9.20102558e-01  6.04500000e-01  8.88141587e-01 
 6.05500000e-01  9.20040197e-01  6.05500000e-01  8.88079059e-01 
 6.06500000e-01  9.19557184e-01  6.06500000e-01  8.87549440e-01 
 6.07500000e-01  9.18693601e-01  6.07500000e-01  8.86599526e-01 
 6.08500000e-01  9.17525723e-01  6.08500000e-01  8.85317444e-01 
 6.09500000e-01  9.16158815e-01  6.09500000e-01  8.83822566e-01 
 6.10500000e-01  9.14717235e-01  6.10500000e-01  8.82253192e-01 
 6.11500000e-01  9.13333707e-01  6.11500000e-01  8.80753930e-01 
 6.12500000e-01  9.12137447e-01  6.12500000e-01  8.79463355e-01 
 6.13500000e-01  9.11242799e-01  6.13500000e-01  8.78502212e-01 
 6.14500000e-01  9.10736202e-01  6.14500000e-01  8.77961046e-01 
 6.15500000e-01  9.10664860e-01  6.15500000e-01  8.77889045e-01 
 6.16500000e-01  9.11029427e-01  6.16500000e-01  8.78286783e-01 
 6.17500000e-01  9.11783742e-01  6.17500000e-01  8.79106388e-01 
 6.18500000e-01  9.12842595e-01  6.18500000e-01  8.80258441e-01 
 6.19500000e-01  9.14092571e-01  6.19500000e-01  8.81623136e-01 
 6.20500000e-01  9.15404537e-01  6.20500000e-01  8.83062098e-01 
 6.21500000e-01  9.16645535e-01  6.21500000e-01  8.84430434e-01 
 6.22500000e-01  9.17690156e-01  6.22500000e-01  8.85588850e-01 
 6.23500000e-01  9.18431896e-01  6.23500000e-01  8.86416501e-01 
 6.24500000e-01  9.18792516e-01  6.24500000e-01  8.86823353e-01 
 6.25500000e-01  9.18730080e-01  6.25500000e-01  8.86760830e-01 
 6.26500000e-01  9.18244013e-01  6.26500000e-01  8.86228181e-01 
 6.27500000e-01  9.17374754e-01  6.27500000e-01  8.85272621e-01 
 6.28500000e-01  9.16199359e-01  6.28500000e-01  8.83983020e-01 
 6.29500000e-01  9.14823934e-01  6.29500000e-01  8.82479659e-01 
 6.30500000e-01  9.13373814e-01  6.30500000e-01  8.80901746e-01 
 6.31500000e-01  9.11982397e-01  6.31500000e-01  8.79394697e-01 
 6.32500000e-01  9.10779760e-01  6.32500000e-01  8.78097730e-01 
 6.33500000e-01  9.09880554e-01  6.33500000e-01  8.77132064e-01 
 6.34500000e-01  9.09371576e-01  6.34500000e-01  8.76588543e-01 
 6.35500000e-01  9.09300211e-01  6.35500000e-01  8.76516512e-01 
 6.36500000e-01  9.09667054e-01  6.36500000e-01  8.76916546e-01 
 6.37500000e-01  9.10425906e-01  6.37500000e-01  8.77740626e-01 
 6.38500000e-01  9.11491128e-01  6.38500000e-01  8.78899024e-01 
 6.39500000e-01  9.12748869e-01  6.39500000e-01  8.80271473e-01 
 6.40000000e-01  9.13409617e-01  6.40000000e-01  8.80994779e-01 
 6.40100000e-01  9.13528958e-01  6.40100000e-01  8.81126920e-01 
 6.40300000e-01  9.13766735e-01  6.40300000e-01  8.81390217e-01 
 6.40700000e-01  9.14235969e-01  6.40700000e-01  8.81910820e-01 
 6.41500000e-01  9.15119963e-01  6.41500000e-01  8.82895676e-01 
 6.42500000e-01  9.16041445e-01  6.42500000e-01  8.83930069e-01 
 6.43500000e-01  9.16658707e-01  6.43500000e-01  8.84632619e-01 
 6.44500000e-01  9.16892360e-01  6.44500000e-01  8.84911710e-01 
 6.45500000e-01  9.16698925e-01  6.45500000e-01  8.84717334e-01 
 6.46500000e-01  9.16076808e-01  6.46500000e-01  8.84047820e-01 
 6.47500000e-01  9.15066253e-01  6.47500000e-01  8.82950210e-01 
 6.48500000e-01  9.13744964e-01  6.48500000e-01  8.81513975e-01 
 6.49500000e-01  9.12220173e-01  6.49500000e-01  8.79860592e-01 
 6.50500000e-01  9.10618952e-01  6.50500000e-01  8.78130855e-01 
 6.51500000e-01  9.09076260e-01  6.51500000e-01  8.76471888e-01 
