 frequency       gain_db        
 5.01187234e+05  1.99360664e+01 
 6.30957344e+05  1.79395793e+01 
 7.94328235e+05  1.59451203e+01 
 1.00000000e+06  1.39538748e+01 
 1.25892541e+06  1.19677051e+01 
 1.58489319e+06  9.98952673e+00 
 1.99526231e+06  8.02387600e+00 
 2.51188643e+06  6.07773581e+00 
 3.16227766e+06  4.16167189e+00 
 3.98107171e+06  2.29123791e+00 
 5.01187234e+06  4.88356872e-01 
 6.30957344e+06 -1.21809351e+00 
 7.94328235e+06 -2.79381621e+00 
 1.00000000e+07 -4.20386650e+00 
 1.25892541e+07 -5.41888056e+00 
 1.58489319e+07 -6.41202905e+00 
 1.99526231e+07 -7.11163346e+00 
 2.51188643e+07 -7.20986308e+00 
 3.16227766e+07 -5.79835875e+00 
 3.98107171e+07 -2.24802807e+00 
 5.01187234e+07  9.04929082e-01 
 6.30957344e+07  1.34239904e+00 
 7.94328235e+07  9.73587590e-01 
 1.00000000e+08  1.12386023e+00 
 1.25892541e+08  2.04374655e+00 
 1.58489319e+08  3.37850193e+00 
 1.99526231e+08  4.73173313e+00 
 2.51188643e+08  5.91728826e+00 
 3.16227766e+08  6.88743479e+00 
 3.98107171e+08  7.64413859e+00 
 5.01187234e+08  8.19538812e+00 
 6.30957344e+08  8.54114872e+00 
 7.94328235e+08  8.67382213e+00 
 1.00000000e+09  8.58230945e+00 
 frequency       gain_db        
 1.00000000e+00  3.20111509e+01 
 1.25892541e+00  3.20111509e+01 
 1.58489319e+00  3.20111509e+01 
 1.99526231e+00  3.20111509e+01 
 2.51188643e+00  3.20111509e+01 
 3.16227766e+00  3.20111509e+01 
 3.98107171e+00  3.20111509e+01 
 5.01187234e+00  3.20111509e+01 
 6.30957344e+00  3.20111509e+01 
 7.94328235e+00  3.20111509e+01 
 1.00000000e+01  3.20111509e+01 
 1.25892541e+01  3.20111509e+01 
 1.58489319e+01  3.20111508e+01 
 1.99526231e+01  3.20111508e+01 
 2.51188643e+01  3.20111507e+01 
 3.16227766e+01  3.20111505e+01 
 3.98107171e+01  3.20111502e+01 
 5.01187234e+01  3.20111498e+01 
 6.30957344e+01  3.20111492e+01 
 7.94328235e+01  3.20111481e+01 
 1.00000000e+02  3.20111465e+01 
 1.25892541e+02  3.20111439e+01 
 1.58489319e+02  3.20111398e+01 
 1.99526231e+02  3.20111333e+01 
 2.51188643e+02  3.20111229e+01 
 3.16227766e+02  3.20111065e+01 
 3.98107171e+02  3.20110805e+01 
 5.01187234e+02  3.20110394e+01 
 6.30957344e+02  3.20109741e+01 
 7.94328235e+02  3.20108707e+01 
 1.00000000e+03  3.20107068e+01 
 1.25892541e+03  3.20104470e+01 
 1.58489319e+03  3.20100353e+01 
 1.99526231e+03  3.20093829e+01 
 2.51188643e+03  3.20083492e+01 
 3.16227766e+03  3.20067113e+01 
 3.98107171e+03  3.20041167e+01 
 5.01187234e+03  3.20000078e+01 
 6.30957344e+03  3.19935038e+01 
 7.94328235e+03  3.19832160e+01 
 1.00000000e+04  3.19669617e+01 
 1.25892541e+04  3.19413264e+01 
 1.58489319e+04  3.19010093e+01 
 1.99526231e+04  3.18378779e+01 
 2.51188643e+04  3.17396813e+01 
 3.16227766e+04  3.15884878e+01 
 3.98107171e+04  3.13591867e+01 
 5.01187234e+04  3.10189287e+01 
 6.30957344e+04  3.05289969e+01 
 7.94328235e+04  2.98506129e+01 
 1.00000000e+05  2.89544462e+01 
 1.25892541e+05  2.78301341e+01 
 1.58489319e+05  2.64901183e+01 
 1.99526231e+05  2.49651091e+01 
 2.51188643e+05  2.32943469e+01 
 3.16227766e+05  2.15163607e+01 
 3.98107171e+05  1.96635889e+01 
 5.01187234e+05  1.77608545e+01 
 6.30957344e+05  1.58261504e+01 
 7.94328235e+05  1.38723047e+01 
 1.00000000e+06  1.19087410e+01 
 1.25892541e+06  9.94306077e+00 
 1.58489319e+06  7.98245564e+00 
 1.99526231e+06  6.03507058e+00 
 2.51188643e+06  4.11145567e+00 
 3.16227766e+06  2.22618187e+00 
 3.98107171e+06  3.99508570e-01 
 5.01187234e+06 -1.34140459e+00 
 6.30957344e+06 -2.96286766e+00 
 7.94328235e+06 -4.42824605e+00 
 1.00000000e+07 -5.70581362e+00 
 1.25892541e+07 -6.77918448e+00 
 1.58489319e+07 -7.65454442e+00 
 1.99526231e+07 -8.35617780e+00 
 2.51188643e+07 -8.89746155e+00 
 3.16227766e+07 -9.18818627e+00 
 3.98107171e+07 -8.78126541e+00 
 5.01187234e+07 -6.68237227e+00 
 6.30957344e+07 -2.74028405e+00 
 7.94328235e+07  4.09798095e-01 
 1.00000000e+08  6.11905726e-01 
 1.25892541e+08 -3.78480759e-01 
 1.58489319e+08  5.06691407e-01 
 1.99526231e+08  2.09721241e+00 
 2.51188643e+08  3.67114283e+00 
 3.16227766e+08  5.04176778e+00 
 3.98107171e+08  6.15285435e+00 
 5.01187234e+08  6.99476198e+00 
 6.30957344e+08  7.56976743e+00 
 7.94328235e+08  7.88251274e+00 
 1.00000000e+09  7.93735960e+00 
 frequency       gain_db        
 1.00000000e+00  3.25850019e+01 
 1.25892541e+00  3.25850019e+01 
 1.58489319e+00  3.25850019e+01 
 1.99526231e+00  3.25850019e+01 
 2.51188643e+00  3.25850019e+01 
 3.16227766e+00  3.25850019e+01 
 3.98107171e+00  3.25850019e+01 
 5.01187234e+00  3.25850019e+01 
 6.30957344e+00  3.25850019e+01 
 7.94328235e+00  3.25850019e+01 
 1.00000000e+01  3.25850019e+01 
 1.25892541e+01  3.25850018e+01 
 1.58489319e+01  3.25850018e+01 
 1.99526231e+01  3.25850017e+01 
 2.51188643e+01  3.25850016e+01 
 3.16227766e+01  3.25850014e+01 
 3.98107171e+01  3.25850012e+01 
 5.01187234e+01  3.25850007e+01 
 6.30957344e+01  3.25850000e+01 
 7.94328235e+01  3.25849989e+01 
 1.00000000e+02  3.25849972e+01 
 1.25892541e+02  3.25849944e+01 
 1.58489319e+02  3.25849900e+01 
 1.99526231e+02  3.25849831e+01 
 2.51188643e+02  3.25849721e+01 
 3.16227766e+02  3.25849546e+01 
 3.98107171e+02  3.25849270e+01 
 5.01187234e+02  3.25848832e+01 
 6.30957344e+02  3.25848137e+01 
 7.94328235e+02  3.25847036e+01 
 1.00000000e+03  3.25845292e+01 
 1.25892541e+03  3.25842527e+01 
 1.58489319e+03  3.25838146e+01 
 1.99526231e+03  3.25831203e+01 
 2.51188643e+03  3.25820201e+01 
 3.16227766e+03  3.25802770e+01 
 3.98107171e+03  3.25775158e+01 
 5.01187234e+03  3.25731431e+01 
 6.30957344e+03  3.25662220e+01 
 7.94328235e+03  3.25552753e+01 
 1.00000000e+04  3.25379823e+01 
 1.25892541e+04  3.25107150e+01 
 1.58489319e+04  3.24678467e+01 
 1.99526231e+04  3.24007605e+01 
 2.51188643e+04  3.22965145e+01 
 3.16227766e+04  3.21362572e+01 
 3.98107171e+04  3.18937931e+01 
 5.01187234e+04  3.15352626e+01 
 6.30957344e+04  3.10214869e+01 
 7.94328235e+04  3.03143703e+01 
 1.00000000e+05  2.93867117e+01 
 1.25892541e+05  2.82312677e+01 
 1.58489319e+05  2.68634568e+01 
 1.99526231e+05  2.53157955e+01 
 2.51188643e+05  2.36279003e+01 
 3.16227766e+05  2.18376638e+01 
 3.98107171e+05  1.99764652e+01 
 5.01187234e+05  1.80680623e+01 
 6.30957344e+05  1.61295613e+01 
 7.94328235e+05  1.41731159e+01 
 1.00000000e+06  1.22076487e+01 
 1.25892541e+06  1.02403746e+01 
 1.58489319e+06  8.27815082e+00 
 1.99526231e+06  6.32877779e+00 
 2.51188643e+06  4.40238708e+00 
 3.16227766e+06  2.51299424e+00 
 3.98107171e+06  6.80126239e-01 
 5.01187234e+06 -1.06992473e+00 
 6.30957344e+06 -2.70426073e+00 
 7.94328235e+06 -4.18655891e+00 
 1.00000000e+07 -5.48452884e+00 
 1.25892541e+07 -6.58047348e+00 
 1.58489319e+07 -7.47982783e+00 
 1.99526231e+07 -8.20995025e+00 
 2.51188643e+07 -8.79835473e+00 
 3.16227766e+07 -9.19305326e+00 
 3.98107171e+07 -8.98028009e+00 
 5.01187234e+07 -6.98806083e+00 
 6.30957344e+07 -4.36724878e+00 
 7.94328235e+07 -5.94634732e+00 
 1.00000000e+08 -8.71451806e+00 
 1.25892541e+08 -9.54335092e+00 
 1.58489319e+08 -8.21977882e+00 
 1.99526231e+08 -6.56606965e+00 
 2.51188643e+08 -5.13352382e+00 
 3.16227766e+08 -3.87643710e+00 
 3.98107171e+08 -2.69355096e+00 
 5.01187234e+08 -1.53594585e+00 
 6.30957344e+08 -4.08574640e-01 
 7.94328235e+08  6.46454035e-01 
 1.00000000e+09  1.56436156e+00 
 frequency       gain_db        
 1.00000000e+00  4.19920751e+01 
 1.25892541e+00  4.19920751e+01 
 1.58489319e+00  4.19920751e+01 
 1.99526231e+00  4.19920751e+01 
 2.51188643e+00  4.19920751e+01 
 3.16227766e+00  4.19920751e+01 
 3.98107171e+00  4.19920751e+01 
 5.01187234e+00  4.19920750e+01 
 6.30957344e+00  4.19920750e+01 
 7.94328235e+00  4.19920749e+01 
 1.00000000e+01  4.19920748e+01 
 1.25892541e+01  4.19920746e+01 
 1.58489319e+01  4.19920742e+01 
 1.99526231e+01  4.19920737e+01 
 2.51188643e+01  4.19920729e+01 
 3.16227766e+01  4.19920717e+01 
 3.98107171e+01  4.19920696e+01 
 5.01187234e+01  4.19920664e+01 
 6.30957344e+01  4.19920614e+01 
 7.94328235e+01  4.19920533e+01 
 1.00000000e+02  4.19920406e+01 
 1.25892541e+02  4.19920204e+01 
 1.58489319e+02  4.19919884e+01 
 1.99526231e+02  4.19919376e+01 
 2.51188643e+02  4.19918572e+01 
 3.16227766e+02  4.19917298e+01 
 3.98107171e+02  4.19915278e+01 
 5.01187234e+02  4.19912077e+01 
 6.30957344e+02  4.19907004e+01 
 7.94328235e+02  4.19898966e+01 
 1.00000000e+03  4.19886228e+01 
 1.25892541e+03  4.19866049e+01 
 1.58489319e+03  4.19834086e+01 
 1.99526231e+03  4.19783476e+01 
 2.51188643e+03  4.19703386e+01 
 3.16227766e+03  4.19576753e+01 
 3.98107171e+03  4.19376807e+01 
 5.01187234e+03  4.19061786e+01 
 6.30957344e+03  4.18567147e+01 
 7.94328235e+03  4.17794558e+01 
 1.00000000e+04  4.16597561e+01 
 1.25892541e+04  4.14765546e+01 
 1.58489319e+04  4.12011579e+01 
 1.99526231e+04  4.07975817e+01 
 2.51188643e+04  4.02260849e+01 
 3.16227766e+04  3.94508839e+01 
 3.98107171e+04  3.84503298e+01 
 5.01187234e+04  3.72244832e+01 
 6.30957344e+04  3.57950935e+01 
 7.94328235e+04  3.41979978e+01 
 1.00000000e+05  3.24729476e+01 
 1.25892541e+05  3.06559183e+01 
 1.58489319e+05  2.87755976e+01 
 1.99526231e+05  2.68530651e+01 
 2.51188643e+05  2.49030252e+01 
 3.16227766e+05  2.29354292e+01 
 3.98107171e+05  2.09569364e+01 
 5.01187234e+05  1.89720579e+01 
 6.30957344e+05  1.69840061e+01 
 7.94328235e+05  1.49953365e+01 
 1.00000000e+06  1.30084728e+01 
 1.25892541e+06  1.10262087e+01 
 1.58489319e+06  9.05227337e+00 
 1.99526231e+06  7.09204801e+00 
 2.51188643e+06  5.15351615e+00 
 3.16227766e+06  3.24848288e+00 
 3.98107171e+06  1.39395965e+00 
 5.01187234e+06 -3.86719807e-01 
 6.30957344e+06 -2.06406705e+00 
 7.94328235e+06 -3.60554313e+00 
 1.00000000e+07 -4.98316404e+00 
 1.25892541e+07 -6.18517701e+00 
 1.58489319e+07 -7.22745809e+00 
 1.99526231e+07 -8.15619929e+00 
 2.51188643e+07 -9.02364427e+00 
 3.16227766e+07 -9.75523366e+00 
 3.98107171e+07 -9.59852430e+00 
 5.01187234e+07 -6.68133988e+00 
 6.30957344e+07 -1.28275833e+00 
 7.94328235e+07  2.61142336e+00 
 1.00000000e+08  2.18486732e+00 
 1.25892541e+08  6.46239415e-01 
 1.58489319e+08  4.29464705e-01 
 1.99526231e+08  1.70368828e+00 
 2.51188643e+08  3.33440803e+00 
 3.16227766e+08  4.79417449e+00 
 3.98107171e+08  5.98533956e+00 
 5.01187234e+08  6.90413534e+00 
 6.30957344e+08  7.55363913e+00 
 7.94328235e+08  7.93342312e+00 
 1.00000000e+09  8.04118677e+00 
 frequency       gain_db        
 1.00000000e+00  2.12500001e+01 
 1.25892541e+00  2.12500001e+01 
 1.58489319e+00  2.12500001e+01 
 1.99526231e+00  2.12500001e+01 
 2.51188643e+00  2.12500001e+01 
 3.16227766e+00  2.12500001e+01 
 3.98107171e+00  2.12500001e+01 
 5.01187234e+00  2.12500001e+01 
 6.30957344e+00  2.12500001e+01 
 7.94328235e+00  2.12500001e+01 
 1.00000000e+01  2.12500001e+01 
 1.25892541e+01  2.12500001e+01 
 1.58489319e+01  2.12500001e+01 
 1.99526231e+01  2.12500001e+01 
 2.51188643e+01  2.12500001e+01 
 3.16227766e+01  2.12500001e+01 
 3.98107171e+01  2.12500000e+01 
 5.01187234e+01  2.12500000e+01 
 6.30957344e+01  2.12499999e+01 
 7.94328235e+01  2.12499999e+01 
 1.00000000e+02  2.12499997e+01 
 1.25892541e+02  2.12499995e+01 
 1.58489319e+02  2.12499991e+01 
 1.99526231e+02  2.12499985e+01 
 2.51188643e+02  2.12499976e+01 
 3.16227766e+02  2.12499962e+01 
 3.98107171e+02  2.12499939e+01 
 5.01187234e+02  2.12499903e+01 
 6.30957344e+02  2.12499846e+01 
 7.94328235e+02  2.12499755e+01 
 1.00000000e+03  2.12499611e+01 
 1.25892541e+03  2.12499383e+01 
 1.58489319e+03  2.12499022e+01 
 1.99526231e+03  2.12498449e+01 
 2.51188643e+03  2.12497541e+01 
 3.16227766e+03  2.12496103e+01 
 3.98107171e+03  2.12493823e+01 
 5.01187234e+03  2.12490209e+01 
 6.30957344e+03  2.12484483e+01 
 7.94328235e+03  2.12475410e+01 
 1.00000000e+04  2.12461034e+01 
 1.25892541e+04  2.12438259e+01 
 1.58489319e+04  2.12402188e+01 
 1.99526231e+04  2.12345084e+01 
 2.51188643e+04  2.12254740e+01 
 3.16227766e+04  2.12111951e+01 
 3.98107171e+04  2.11886627e+01 
 5.01187234e+04  2.11531941e+01 
 6.30957344e+04  2.10975753e+01 
 7.94328235e+04  2.10108722e+01 
 1.00000000e+05  2.08769267e+01 
 1.25892541e+05  2.06727810e+01 
 1.58489319e+05  2.03677349e+01 
 1.99526231e+05  1.99243708e+01 
 2.51188643e+05  1.93031775e+01 
 3.16227766e+05  1.84712500e+01 
 3.98107171e+05  1.74124002e+01 
 5.01187234e+05  1.61331389e+01 
 6.30957344e+05  1.46604842e+01 
 7.94328235e+05  1.30332302e+01 
 1.00000000e+06  1.12922531e+01 
 1.25892541e+06  9.47421286e+00 
 1.58489319e+06  7.60951079e+00 
 1.99526231e+06  5.72322831e+00 
 2.51188643e+06  3.83753573e+00 
 3.16227766e+06  1.97458419e+00 
 3.98107171e+06  1.59287076e-01 
 5.01187234e+06 -1.57866458e+00 
 6.30957344e+06 -3.20469247e+00 
 7.94328235e+06 -4.68275686e+00 
 1.00000000e+07 -5.98342256e+00 
 1.25892541e+07 -7.09505913e+00 
 1.58489319e+07 -8.03279125e+00 
 1.99526231e+07 -8.83739796e+00 
 2.51188643e+07 -9.55201089e+00 
 3.16227766e+07 -1.01328407e+01 
 3.98107171e+07 -1.01610169e+01 
 5.01187234e+07 -8.58864900e+00 
 6.30957344e+07 -5.37517004e+00 
 7.94328235e+07 -2.64366756e+00 
 1.00000000e+08 -1.71552515e+00 
 1.25892541e+08 -1.84046922e+00 
 1.58489319e+08 -1.04219896e+00 
 1.99526231e+08  8.99606769e-01 
 2.51188643e+08  2.80620047e+00 
 3.16227766e+08  4.42044790e+00 
 3.98107171e+08  5.72357482e+00 
 5.01187234e+08  6.72385741e+00 
 6.30957344e+08  7.42709839e+00 
 7.94328235e+08  7.83699793e+00 
 1.00000000e+09  7.95759079e+00 
 frequency       gain_db        
 1.00000000e+00  4.05346749e+01 
 1.25892541e+00  4.05346749e+01 
 1.58489319e+00  4.05346749e+01 
 1.99526231e+00  4.05346749e+01 
 2.51188643e+00  4.05346749e+01 
 3.16227766e+00  4.05346749e+01 
 3.98107171e+00  4.05346749e+01 
 5.01187234e+00  4.05346748e+01 
 6.30957344e+00  4.05346748e+01 
 7.94328235e+00  4.05346747e+01 
 1.00000000e+01  4.05346747e+01 
 1.25892541e+01  4.05346745e+01 
 1.58489319e+01  4.05346743e+01 
 1.99526231e+01  4.05346739e+01 
 2.51188643e+01  4.05346734e+01 
 3.16227766e+01  4.05346725e+01 
 3.98107171e+01  4.05346711e+01 
 5.01187234e+01  4.05346688e+01 
 6.30957344e+01  4.05346652e+01 
 7.94328235e+01  4.05346596e+01 
 1.00000000e+02  4.05346506e+01 
 1.25892541e+02  4.05346364e+01 
 1.58489319e+02  4.05346139e+01 
 1.99526231e+02  4.05345783e+01 
 2.51188643e+02  4.05345218e+01 
 3.16227766e+02  4.05344322e+01 
 3.98107171e+02  4.05342903e+01 
 5.01187234e+02  4.05340654e+01 
 6.30957344e+02  4.05337089e+01 
 7.94328235e+02  4.05331441e+01 
 1.00000000e+03  4.05322489e+01 
 1.25892541e+03  4.05308306e+01 
 1.58489319e+03  4.05285837e+01 
 1.99526231e+03  4.05250250e+01 
 2.51188643e+03  4.05193908e+01 
 3.16227766e+03  4.05104761e+01 
 3.98107171e+03  4.04963847e+01 
 5.01187234e+03  4.04741445e+01 
 6.30957344e+03  4.04391278e+01 
 7.94328235e+03  4.03842019e+01 
 1.00000000e+04  4.02985488e+01 
 1.25892541e+04  4.01661660e+01 
 1.58489319e+04  3.99642845e+01 
 1.99526231e+04  3.96623879e+01 
 2.51188643e+04  3.92231466e+01 
 3.16227766e+04  3.86069079e+01 
 3.98107171e+04  3.77802749e+01 
 5.01187234e+04  3.67262147e+01 
 6.30957344e+04  3.54501853e+01 
 7.94328235e+04  3.39781058e+01 
 1.00000000e+05  3.23476151e+01 
 1.25892541e+05  3.05981276e+01 
 1.58489319e+05  2.87641004e+01 
 1.99526231e+05  2.68724106e+01 
 2.51188643e+05  2.49425384e+01 
 3.16227766e+05  2.29879755e+01 
 3.98107171e+05  2.10178489e+01 
 5.01187234e+05  1.90383288e+01 
 6.30957344e+05  1.70537212e+01 
 7.94328235e+05  1.50672972e+01 
 1.00000000e+06  1.30819535e+01 
 1.25892541e+06  1.11008068e+01 
 1.58489319e+06  9.12782567e+00 
 1.99526231e+06  7.16859814e+00 
 2.51188643e+06  5.23132866e+00 
 3.16227766e+06  3.32811505e+00 
 3.98107171e+06  1.47642595e+00 
 5.01187234e+06 -2.99608139e-01 
 6.30957344e+06 -1.96902636e+00 
 7.94328235e+06 -3.49654492e+00 
 1.00000000e+07 -4.84922292e+00 
 1.25892541e+07 -6.00680150e+00 
 1.58489319e+07 -6.97126692e+00 
 1.99526231e+07 -7.76741257e+00 
 2.51188643e+07 -8.42116927e+00 
 3.16227766e+07 -8.87351856e+00 
 3.98107171e+07 -8.68166827e+00 
 5.01187234e+07 -6.54847121e+00 
 6.30957344e+07 -1.91703342e+00 
 7.94328235e+07  9.28898144e-01 
 1.00000000e+08 -7.93701034e-01 
 1.25892541e+08 -3.06944009e+00 
 1.58489319e+08 -3.99294121e+00 
 1.99526231e+08 -2.93610218e+00 
 2.51188643e+08 -1.11090370e+00 
 3.16227766e+08  7.17274568e-01 
 3.98107171e+08  2.35603138e+00 
 5.01187234e+08  3.75468505e+00 
 6.30957344e+08  4.87511672e+00 
 7.94328235e+08  5.67919328e+00 
 1.00000000e+09  6.13843436e+00 
 frequency       gain_db        
 1.00000000e+00  3.58122753e+01 
 1.25892541e+00  3.58122753e+01 
 1.58489319e+00  3.58122753e+01 
 1.99526231e+00  3.58122753e+01 
 2.51188643e+00  3.58122753e+01 
 3.16227766e+00  3.58122753e+01 
 3.98107171e+00  3.58122753e+01 
 5.01187234e+00  3.58122753e+01 
 6.30957344e+00  3.58122753e+01 
 7.94328235e+00  3.58122753e+01 
 1.00000000e+01  3.58122752e+01 
 1.25892541e+01  3.58122752e+01 
 1.58489319e+01  3.58122751e+01 
 1.99526231e+01  3.58122750e+01 
 2.51188643e+01  3.58122748e+01 
 3.16227766e+01  3.58122746e+01 
 3.98107171e+01  3.58122741e+01 
 5.01187234e+01  3.58122734e+01 
 6.30957344e+01  3.58122723e+01 
 7.94328235e+01  3.58122706e+01 
 1.00000000e+02  3.58122679e+01 
 1.25892541e+02  3.58122635e+01 
 1.58489319e+02  3.58122566e+01 
 1.99526231e+02  3.58122457e+01 
 2.51188643e+02  3.58122283e+01 
 3.16227766e+02  3.58122008e+01 
 3.98107171e+02  3.58121573e+01 
 5.01187234e+02  3.58120883e+01 
 6.30957344e+02  3.58119789e+01 
 7.94328235e+02  3.58118055e+01 
 1.00000000e+03  3.58115308e+01 
 1.25892541e+03  3.58110954e+01 
 1.58489319e+03  3.58104054e+01 
 1.99526231e+03  3.58093120e+01 
 2.51188643e+03  3.58075797e+01 
 3.16227766e+03  3.58048357e+01 
 3.98107171e+03  3.58004902e+01 
 5.01187234e+03  3.57936120e+01 
 6.30957344e+03  3.57827330e+01 
 7.94328235e+03  3.57655466e+01 
 1.00000000e+04  3.57384465e+01 
 1.25892541e+04  3.56958392e+01 
 1.58489319e+04  3.56291557e+01 
 1.99526231e+04  3.55255234e+01 
 2.51188643e+04  3.53661809e+01 
 3.16227766e+04  3.51250376e+01 
 3.98107171e+04  3.47683279e+01 
 5.01187234e+04  3.42569086e+01 
 6.30957344e+04  3.35526029e+01 
 7.94328235e+04  3.26279848e+01 
 1.00000000e+05  3.14754922e+01 
 1.25892541e+05  3.01102414e+01 
 1.58489319e+05  2.85645556e+01 
 1.99526231e+05  2.68779806e+01 
 2.51188643e+05  2.50884076e+01 
 3.16227766e+05  2.32272113e+01 
 3.98107171e+05  2.13180808e+01 
 5.01187234e+05  1.93779367e+01 
 6.30957344e+05  1.74185701e+01 
 7.94328235e+05  1.54482835e+01 
 1.00000000e+06  1.34732879e+01 
 1.25892541e+06  1.14988683e+01 
 1.58489319e+06  9.53042567e+00 
 1.99526231e+06  7.57453658e+00 
 2.51188643e+06  5.64017210e+00 
 3.16227766e+06  3.74018178e+00 
 3.98107171e+06  1.89304060e+00 
 5.01187234e+06  1.24599057e-01 
 6.30957344e+06 -1.53090014e+00 
 7.94328235e+06 -3.03185004e+00 
 1.00000000e+07 -4.33368357e+00 
 1.25892541e+07 -5.39622283e+00 
 1.58489319e+07 -6.18956921e+00 
 1.99526231e+07 -6.69021086e+00 
 2.51188643e+07 -6.85745723e+00 
 3.16227766e+07 -6.57740573e+00 
 3.98107171e+07 -5.57785048e+00 
 5.01187234e+07 -3.83084639e+00 
 6.30957344e+07 -4.36919731e+00 
 7.94328235e+07 -6.93264472e+00 
 1.00000000e+08 -8.15108600e+00 
 1.25892541e+08 -7.82166289e+00 
 1.58489319e+08 -6.90800704e+00 
 1.99526231e+08 -5.73076915e+00 
 2.51188643e+08 -4.40104892e+00 
 3.16227766e+08 -2.97072711e+00 
 3.98107171e+08 -1.49047095e+00 
 5.01187234e+08 -2.42342191e-02 
 6.30957344e+08  1.35434698e+00 
 7.94328235e+08  2.56638188e+00 
 1.00000000e+09  3.53107354e+00 
 frequency       gain_db        
 1.00000000e+00  2.03158748e+01 
 1.25892541e+00  2.03158748e+01 
 1.58489319e+00  2.03158748e+01 
 1.99526231e+00  2.03158748e+01 
 2.51188643e+00  2.03158748e+01 
 3.16227766e+00  2.03158748e+01 
 3.98107171e+00  2.03158748e+01 
 5.01187234e+00  2.03158748e+01 
 6.30957344e+00  2.03158748e+01 
 7.94328235e+00  2.03158748e+01 
 1.00000000e+01  2.03158748e+01 
 1.25892541e+01  2.03158748e+01 
 1.58489319e+01  2.03158748e+01 
 1.99526231e+01  2.03158748e+01 
 2.51188643e+01  2.03158748e+01 
 3.16227766e+01  2.03158747e+01 
 3.98107171e+01  2.03158747e+01 
 5.01187234e+01  2.03158747e+01 
 6.30957344e+01  2.03158747e+01 
 7.94328235e+01  2.03158746e+01 
 1.00000000e+02  2.03158745e+01 
 1.25892541e+02  2.03158743e+01 
 1.58489319e+02  2.03158740e+01 
 1.99526231e+02  2.03158736e+01 
 2.51188643e+02  2.03158729e+01 
 3.16227766e+02  2.03158718e+01 
 3.98107171e+02  2.03158701e+01 
 5.01187234e+02  2.03158674e+01 
 6.30957344e+02  2.03158631e+01 
 7.94328235e+02  2.03158562e+01 
 1.00000000e+03  2.03158454e+01 
 1.25892541e+03  2.03158282e+01 
 1.58489319e+03  2.03158010e+01 
 1.99526231e+03  2.03157579e+01 
 2.51188643e+03  2.03156895e+01 
 3.16227766e+03  2.03155811e+01 
 3.98107171e+03  2.03154094e+01 
 5.01187234e+03  2.03151372e+01 
 6.30957344e+03  2.03147059e+01 
 7.94328235e+03  2.03140224e+01 
 1.00000000e+04  2.03129393e+01 
 1.25892541e+04  2.03112233e+01 
 1.58489319e+04  2.03085050e+01 
 1.99526231e+04  2.03042003e+01 
 2.51188643e+04  2.02973866e+01 
 3.16227766e+04  2.02866095e+01 
 3.98107171e+04  2.02695836e+01 
 5.01187234e+04  2.02427356e+01 
 6.30957344e+04  2.02005222e+01 
 7.94328235e+04  2.01344494e+01 
 1.00000000e+05  2.00317518e+01 
 1.25892541e+05  1.98738137e+01 
 1.58489319e+05  1.96347242e+01 
 1.99526231e+05  1.92809065e+01 
 2.51188643e+05  1.87733626e+01 
 3.16227766e+05  1.80739582e+01 
 3.98107171e+05  1.71551996e+01 
 5.01187234e+05  1.60094585e+01 
 6.30957344e+05  1.46520152e+01 
 7.94328235e+05  1.31158394e+01 
 1.00000000e+06  1.14418196e+01 
 1.25892541e+06  9.67011113e+00 
 1.58489319e+06  7.83562590e+00 
 1.99526231e+06  5.96744339e+00 
 2.51188643e+06  4.09060051e+00 
 3.16227766e+06  2.22889839e+00 
 3.98107171e+06  4.07854671e-01 
 5.01187234e+06 -1.34292650e+00 
 6.30957344e+06 -2.98902808e+00 
 7.94328235e+06 -4.49370028e+00 
 1.00000000e+07 -5.82485456e+00 
 1.25892541e+07 -6.96562320e+00 
 1.58489319e+07 -7.92341492e+00 
 1.99526231e+07 -8.72837216e+00 
 2.51188643e+07 -9.40319550e+00 
 3.16227766e+07 -9.83446399e+00 
 3.98107171e+07 -9.36603534e+00 
 5.01187234e+07 -7.37967337e+00 
 6.30957344e+07 -7.32000646e+00 
 7.94328235e+07 -9.69274396e+00 
 1.00000000e+08 -1.11841480e+01 
 1.25892541e+08 -1.01551132e+01 
 1.58489319e+08 -8.39947204e+00 
 1.99526231e+08 -6.91314921e+00 
 2.51188643e+08 -5.71290797e+00 
 3.16227766e+08 -4.66636083e+00 
 3.98107171e+08 -3.67880791e+00 
 5.01187234e+08 -2.70728329e+00 
 6.30957344e+08 -1.74516776e+00 
 7.94328235e+08 -8.11426327e-01 
 1.00000000e+09  5.19636893e-02 
 frequency       gain_db        
 1.00000000e+00  3.29344139e+01 
 1.25892541e+00  3.29344139e+01 
 1.58489319e+00  3.29344139e+01 
 1.99526231e+00  3.29344139e+01 
 2.51188643e+00  3.29344139e+01 
 3.16227766e+00  3.29344139e+01 
 3.98107171e+00  3.29344139e+01 
 5.01187234e+00  3.29344139e+01 
 6.30957344e+00  3.29344139e+01 
 7.94328235e+00  3.29344139e+01 
 1.00000000e+01  3.29344139e+01 
 1.25892541e+01  3.29344139e+01 
 1.58489319e+01  3.29344138e+01 
 1.99526231e+01  3.29344138e+01 
 2.51188643e+01  3.29344136e+01 
 3.16227766e+01  3.29344135e+01 
 3.98107171e+01  3.29344132e+01 
