 frequency       gain_db        
 1.99526231e+07 -7.64613737e+00 
 2.51188643e+07 -7.83502682e+00 
 3.16227766e+07 -7.71020914e+00 
 3.98107171e+07 -7.12962128e+00 
 5.01187234e+07 -5.78886207e+00 
 6.30957344e+07 -3.67463514e+00 
 7.94328235e+07 -4.07219194e+00 
 1.00000000e+08 -7.19445988e+00 
 1.25892541e+08 -8.80611318e+00 
 1.58489319e+08 -8.56890966e+00 
 1.99526231e+08 -7.57583675e+00 
 2.51188643e+08 -6.33955442e+00 
 3.16227766e+08 -4.99718335e+00 
 3.98107171e+08 -3.59065127e+00 
 5.01187234e+08 -2.16038936e+00 
 6.30957344e+08 -7.63400224e-01 
 7.94328235e+08  5.29907085e-01 
 1.00000000e+09  1.64017730e+00 
 frequency       gain_db        
 1.00000000e+00  2.84877805e+01 
 1.25892541e+00  2.84877805e+01 
 1.58489319e+00  2.84877805e+01 
 1.99526231e+00  2.84877805e+01 
 2.51188643e+00  2.84877805e+01 
 3.16227766e+00  2.84877805e+01 
 3.98107171e+00  2.84877805e+01 
 5.01187234e+00  2.84877805e+01 
 6.30957344e+00  2.84877805e+01 
 7.94328235e+00  2.84877805e+01 
 1.00000000e+01  2.84877805e+01 
 1.25892541e+01  2.84877804e+01 
 1.58489319e+01  2.84877804e+01 
 1.99526231e+01  2.84877804e+01 
 2.51188643e+01  2.84877803e+01 
 3.16227766e+01  2.84877803e+01 
 3.98107171e+01  2.84877801e+01 
 5.01187234e+01  2.84877799e+01 
 6.30957344e+01  2.84877796e+01 
 7.94328235e+01  2.84877791e+01 
 1.00000000e+02  2.84877783e+01 
 1.25892541e+02  2.84877771e+01 
 1.58489319e+02  2.84877751e+01 
 1.99526231e+02  2.84877720e+01 
 2.51188643e+02  2.84877670e+01 
 3.16227766e+02  2.84877591e+01 
 3.98107171e+02  2.84877466e+01 
 5.01187234e+02  2.84877268e+01 
 6.30957344e+02  2.84876954e+01 
 7.94328235e+02  2.84876456e+01 
 1.00000000e+03  2.84875668e+01 
 1.25892541e+03  2.84874418e+01 
 1.58489319e+03  2.84872437e+01 
 1.99526231e+03  2.84869297e+01 
 2.51188643e+03  2.84864322e+01 
 3.16227766e+03  2.84856438e+01 
 3.98107171e+03  2.84843945e+01 
 5.01187234e+03  2.84824153e+01 
 6.30957344e+03  2.84792804e+01 
 7.94328235e+03  2.84743164e+01 
 1.00000000e+04  2.84664607e+01 
 1.25892541e+04  2.84540392e+01 
 1.58489319e+04  2.84344248e+01 
 1.99526231e+04  2.84035186e+01 
 2.51188643e+04  2.83549815e+01 
 3.16227766e+04  2.82791492e+01 
 3.98107171e+04  2.81616105e+01 
 5.01187234e+04  2.79816028e+01 
 6.30957344e+04  2.77107602e+01 
 7.94328235e+04  2.73133540e+01 
 1.00000000e+05  2.67496618e+01 
 1.25892541e+05  2.59835152e+01 
 1.58489319e+05  2.49924675e+01 
 1.99526231e+05  2.37756228e+01 
 2.51188643e+05  2.23540205e+01 
 3.16227766e+05  2.07633200e+01 
 3.98107171e+05  1.90436534e+01 
 5.01187234e+05  1.72317952e+01 
 6.30957344e+05  1.53575224e+01 
 7.94328235e+05  1.34432998e+01 
 1.00000000e+06  1.15056909e+01 
 1.25892541e+06  9.55732901e+00 
 1.58489319e+06  7.60891358e+00 
 1.99526231e+06  5.67111830e+00 
 2.51188643e+06  3.75649197e+00 
 3.16227766e+06  1.88143603e+00 
 3.98107171e+06  6.81643196e-02 
 5.01187234e+06 -1.65386163e+00 
 6.30957344e+06 -3.24815457e+00 
 7.94328235e+06 -4.67465564e+00 
 1.00000000e+07 -5.89723204e+00 
 1.25892541e+07 -6.89310691e+00 
 1.58489319e+07 -7.65823918e+00 
 1.99526231e+07 -8.20124809e+00 
 2.51188643e+07 -8.51893058e+00 
 3.16227766e+07 -8.53948702e+00 
 3.98107171e+07 -8.00589344e+00 
 5.01187234e+07 -6.37787207e+00 
 6.30957344e+07 -3.40825677e+00 
 7.94328235e+07 -8.37874900e-01 
 1.00000000e+08 -7.22515169e-01 
 1.25892541e+08 -1.13313762e+00 
 1.58489319e+08 -2.97906726e-01 
 1.99526231e+08  1.09557254e+00 
 2.51188643e+08  2.63323057e+00 
 3.16227766e+08  4.06716521e+00 
 3.98107171e+08  5.28840472e+00 
 5.01187234e+08  6.25267668e+00 
 6.30957344e+08  6.94161730e+00 
 7.94328235e+08  7.35013636e+00 
 1.00000000e+09  7.48049104e+00 
 frequency       gain_db        
 1.00000000e+00  2.68504402e+01 
 1.25892541e+00  2.68504402e+01 
 1.58489319e+00  2.68504402e+01 
 1.99526231e+00  2.68504402e+01 
 2.51188643e+00  2.68504402e+01 
 3.16227766e+00  2.68504402e+01 
 3.98107171e+00  2.68504402e+01 
 5.01187234e+00  2.68504402e+01 
 6.30957344e+00  2.68504402e+01 
 7.94328235e+00  2.68504402e+01 
 1.00000000e+01  2.68504401e+01 
 1.25892541e+01  2.68504401e+01 
 1.58489319e+01  2.68504401e+01 
 1.99526231e+01  2.68504401e+01 
 2.51188643e+01  2.68504401e+01 
 3.16227766e+01  2.68504400e+01 
 3.98107171e+01  2.68504400e+01 
 5.01187234e+01  2.68504399e+01 
 6.30957344e+01  2.68504397e+01 
 7.94328235e+01  2.68504394e+01 
 1.00000000e+02  2.68504390e+01 
 1.25892541e+02  2.68504383e+01 
 1.58489319e+02  2.68504372e+01 
 1.99526231e+02  2.68504354e+01 
 2.51188643e+02  2.68504326e+01 
 3.16227766e+02  2.68504282e+01 
 3.98107171e+02  2.68504213e+01 
 5.01187234e+02  2.68504102e+01 
 6.30957344e+02  2.68503927e+01 
 7.94328235e+02  2.68503649e+01 
 1.00000000e+03  2.68503209e+01 
 1.25892541e+03  2.68502512e+01 
 1.58489319e+03  2.68501407e+01 
 1.99526231e+03  2.68499655e+01 
 2.51188643e+03  2.68496879e+01 
 3.16227766e+03  2.68492479e+01 
 3.98107171e+03  2.68485508e+01 
 5.01187234e+03  2.68474460e+01 
 6.30957344e+03  2.68456958e+01 
 7.94328235e+03  2.68429232e+01 
 1.00000000e+04  2.68385326e+01 
 1.25892541e+04  2.68315831e+01 
 1.58489319e+04  2.68205914e+01 
 1.99526231e+04  2.68032278e+01 
 2.51188643e+04  2.67758499e+01 
 3.16227766e+04  2.67328094e+01 
 3.98107171e+04  2.66654573e+01 
 5.01187234e+04  2.65608069e+01 
 6.30957344e+04  2.63999487e+01 
 7.94328235e+04  2.61566216e+01 
 1.00000000e+05  2.57969115e+01 
 1.25892541e+05  2.52816312e+01 
 1.58489319e+05  2.45727662e+01 
 1.99526231e+05  2.36433091e+01 
 2.51188643e+05  2.24862975e+01 
 3.16227766e+05  2.11174549e+01 
 3.98107171e+05  1.95695849e+01 
 5.01187234e+05  1.78825967e+01 
 6.30957344e+05  1.60947698e+01 
 7.94328235e+05  1.42380957e+01 
 1.00000000e+06  1.23373378e+01 
 1.25892541e+06  1.04112295e+01 
 1.58489319e+06  8.47450061e+00 
 1.99526231e+06  6.54006901e+00 
 2.51188643e+06  4.62120758e+00 
 3.16227766e+06  2.73368683e+00 
 3.98107171e+06  8.97841554e-01 
 5.01187234e+06 -8.59801233e-01 
 6.30957344e+06 -2.50626967e+00 
 7.94328235e+06 -4.00481368e+00 
 1.00000000e+07 -5.32184330e+00 
 1.25892541e+07 -6.43732712e+00 
 1.58489319e+07 -7.35401821e+00 
 1.99526231e+07 -8.09835844e+00 
 2.51188643e+07 -8.70481866e+00 
 3.16227766e+07 -9.16015537e+00 
 3.98107171e+07 -9.20688707e+00 
 5.01187234e+07 -7.86385173e+00 
 6.30957344e+07 -4.42970697e+00 
 7.94328235e+07 -3.67679511e+00 
 1.00000000e+08 -6.67911446e+00 
 1.25892541e+08 -9.41479286e+00 
 1.58489319e+08 -9.28805680e+00 
 1.99526231e+08 -7.43117064e+00 
 2.51188643e+08 -5.68192016e+00 
 3.16227766e+08 -4.23766037e+00 
 3.98107171e+08 -2.97447202e+00 
 5.01187234e+08 -1.80065161e+00 
 6.30957344e+08 -6.88273065e-01 
 7.94328235e+08  3.43430634e-01 
 1.00000000e+09  1.24631618e+00 
 frequency       gain_db        
 1.00000000e+00  2.01550097e+01 
 1.25892541e+00  2.01550097e+01 
 1.58489319e+00  2.01550097e+01 
 1.99526231e+00  2.01550097e+01 
 2.51188643e+00  2.01550097e+01 
 3.16227766e+00  2.01550097e+01 
 3.98107171e+00  2.01550097e+01 
 5.01187234e+00  2.01550097e+01 
 6.30957344e+00  2.01550097e+01 
 7.94328235e+00  2.01550097e+01 
 1.00000000e+01  2.01550097e+01 
 1.25892541e+01  2.01550097e+01 
 1.58489319e+01  2.01550097e+01 
 1.99526231e+01  2.01550097e+01 
 2.51188643e+01  2.01550097e+01 
 3.16227766e+01  2.01550097e+01 
 3.98107171e+01  2.01550097e+01 
 5.01187234e+01  2.01550096e+01 
 6.30957344e+01  2.01550096e+01 
 7.94328235e+01  2.01550095e+01 
 1.00000000e+02  2.01550094e+01 
 1.25892541e+02  2.01550092e+01 
 1.58489319e+02  2.01550090e+01 
 1.99526231e+02  2.01550085e+01 
 2.51188643e+02  2.01550079e+01 
 3.16227766e+02  2.01550068e+01 
 3.98107171e+02  2.01550051e+01 
 5.01187234e+02  2.01550024e+01 
 6.30957344e+02  2.01549981e+01 
 7.94328235e+02  2.01549913e+01 
 1.00000000e+03  2.01549806e+01 
 1.25892541e+03  2.01549636e+01 
 1.58489319e+03  2.01549366e+01 
 1.99526231e+03  2.01548938e+01 
 2.51188643e+03  2.01548260e+01 
 3.16227766e+03  2.01547186e+01 
 3.98107171e+03  2.01545483e+01 
 5.01187234e+03  2.01542785e+01 
 6.30957344e+03  2.01538509e+01 
 7.94328235e+03  2.01531733e+01 
 1.00000000e+04  2.01520996e+01 
 1.25892541e+04  2.01503984e+01 
 1.58489319e+04  2.01477035e+01 
 1.99526231e+04  2.01434360e+01 
 2.51188643e+04  2.01366811e+01 
 3.16227766e+04  2.01259970e+01 
 3.98107171e+04  2.01091184e+01 
 5.01187234e+04  2.00825030e+01 
 6.30957344e+04  2.00406556e+01 
 7.94328235e+04  1.99751559e+01 
 1.00000000e+05  1.98733465e+01 
 1.25892541e+05  1.97167603e+01 
 1.58489319e+05  1.94796679e+01 
 1.99526231e+05  1.91286674e+01 
 2.51188643e+05  1.86248487e+01 
 3.16227766e+05  1.79299765e+01 
 3.98107171e+05  1.70162166e+01 
 5.01187234e+05  1.58754403e+01 
 6.30957344e+05  1.45224546e+01 
 7.94328235e+05  1.29899503e+01 
 1.00000000e+06  1.13187743e+01 
 1.25892541e+06  9.54921232e+00 
 1.58489319e+06  7.71639071e+00 
 1.99526231e+06  5.84962924e+00 
 2.51188643e+06  3.97421184e+00 
 3.16227766e+06  2.11418999e+00 
 3.98107171e+06  2.95305483e-01 
 5.01187234e+06 -1.45276909e+00 
 6.30957344e+06 -3.09603854e+00 
 7.94328235e+06 -4.59927615e+00 
 1.00000000e+07 -5.93380184e+00 
 1.25892541e+07 -7.08862453e+00 
 1.58489319e+07 -8.07929403e+00 
 1.99526231e+07 -8.94424258e+00 
 2.51188643e+07 -9.70656319e+00 
 3.16227766e+07 -1.02249362e+01 
 3.98107171e+07 -9.80703682e+00 
 5.01187234e+07 -7.43921373e+00 
 6.30957344e+07 -3.98606817e+00 
 7.94328235e+07 -1.62451231e+00 
 1.00000000e+08 -8.57486166e-01 
 1.25892541e+08 -1.82201252e-01 
 1.58489319e+08  1.46990271e+00 
 1.99526231e+08  3.25063616e+00 
 2.51188643e+08  4.76853072e+00 
 3.16227766e+08  6.01214444e+00 
 3.98107171e+08  7.00486662e+00 
 5.01187234e+08  7.75625000e+00 
 6.30957344e+08  8.26869071e+00 
 7.94328235e+08  8.54338009e+00 
 1.00000000e+09  8.58070364e+00 
 frequency       gain_db        
 1.00000000e+00  2.39795113e+01 
 1.25892541e+00  2.39795113e+01 
 1.58489319e+00  2.39795112e+01 
 1.99526231e+00  2.39795112e+01 
 2.51188643e+00  2.39795112e+01 
 3.16227766e+00  2.39795112e+01 
 3.98107171e+00  2.39795112e+01 
 5.01187234e+00  2.39795112e+01 
 6.30957344e+00  2.39795112e+01 
 7.94328235e+00  2.39795112e+01 
 1.00000000e+01  2.39795112e+01 
 1.25892541e+01  2.39795112e+01 
 1.58489319e+01  2.39795112e+01 
 1.99526231e+01  2.39795112e+01 
 2.51188643e+01  2.39795112e+01 
 3.16227766e+01  2.39795112e+01 
 3.98107171e+01  2.39795111e+01 
 5.01187234e+01  2.39795111e+01 
 6.30957344e+01  2.39795109e+01 
 7.94328235e+01  2.39795108e+01 
 1.00000000e+02  2.39795105e+01 
 1.25892541e+02  2.39795100e+01 
 1.58489319e+02  2.39795093e+01 
 1.99526231e+02  2.39795082e+01 
 2.51188643e+02  2.39795064e+01 
 3.16227766e+02  2.39795036e+01 
 3.98107171e+02  2.39794991e+01 
 5.01187234e+02  2.39794920e+01 
 6.30957344e+02  2.39794807e+01 
 7.94328235e+02  2.39794628e+01 
 1.00000000e+03  2.39794345e+01 
 1.25892541e+03  2.39793896e+01 
 1.58489319e+03  2.39793184e+01 
 1.99526231e+03  2.39792056e+01 
 2.51188643e+03  2.39790268e+01 
 3.16227766e+03  2.39787435e+01 
 3.98107171e+03  2.39782945e+01 
 5.01187234e+03  2.39775829e+01 
 6.30957344e+03  2.39764555e+01 
 7.94328235e+03  2.39746692e+01 
 1.00000000e+04  2.39718395e+01 
 1.25892541e+04  2.39673587e+01 
 1.58489319e+04  2.39602664e+01 
 1.99526231e+04  2.39490497e+01 
 2.51188643e+04  2.39313316e+01 
 3.16227766e+04  2.39033975e+01 
 3.98107171e+04  2.38594900e+01 
 5.01187234e+04  2.37907985e+01 
 6.30957344e+04  2.36841086e+01 
 7.94328235e+04  2.35202116e+01 
 1.00000000e+05  2.32725012e+01 
 1.25892541e+05  2.29067557e+01 
 1.58489319e+05  2.23836802e+01 
 1.99526231e+05  2.16655500e+01 
 2.51188643e+05  2.07261366e+01 
 3.16227766e+05  1.95595892e+01 
 3.98107171e+05  1.81827179e+01 
 5.01187234e+05  1.66290925e+01 
 6.30957344e+05  1.49390469e+01 
 7.94328235e+05  1.31511575e+01 
 1.00000000e+06  1.12978815e+01 
 1.25892541e+06  9.40491026e+00 
 1.58489319e+06  7.49266376e+00 
 1.99526231e+06  5.57866698e+00 
 2.51188643e+06  3.68018242e+00 
 3.16227766e+06  1.81688185e+00 
 3.98107171e+06  1.34026950e-02 
 5.01187234e+06 -1.69864930e+00 
 6.30957344e+06 -3.28026103e+00 
 7.94328235e+06 -4.68762212e+00 
 1.00000000e+07 -5.87863603e+00 
 1.25892541e+07 -6.82141859e+00 
 1.58489319e+07 -7.49912879e+00 
 1.99526231e+07 -7.90457397e+00 
 2.51188643e+07 -8.02105360e+00 
 3.16227766e+07 -7.78688742e+00 
 3.98107171e+07 -7.03821497e+00 
 5.01187234e+07 -5.51846119e+00 
 6.30957344e+07 -4.36121296e+00 
 7.94328235e+07 -7.46715698e+00 
 1.00000000e+08 -1.04657443e+01 
 1.25892541e+08 -1.07153884e+01 
 1.58489319e+08 -9.95973577e+00 
 1.99526231e+08 -9.02138018e+00 
 2.51188643e+08 -7.97456734e+00 
 3.16227766e+08 -6.81171949e+00 
 3.98107171e+08 -5.53494156e+00 
 5.01187234e+08 -4.17678040e+00 
 6.30957344e+08 -2.79331965e+00 
 7.94328235e+08 -1.45435449e+00 
 1.00000000e+09 -2.38692810e-01 
 frequency       gain_db        
 1.00000000e+00  2.73504185e+01 
 1.25892541e+00  2.73504185e+01 
 1.58489319e+00  2.73504185e+01 
 1.99526231e+00  2.73504185e+01 
 2.51188643e+00  2.73504185e+01 
 3.16227766e+00  2.73504185e+01 
 3.98107171e+00  2.73504185e+01 
 5.01187234e+00  2.73504185e+01 
 6.30957344e+00  2.73504185e+01 
 7.94328235e+00  2.73504185e+01 
 1.00000000e+01  2.73504185e+01 
 1.25892541e+01  2.73504185e+01 
 1.58489319e+01  2.73504185e+01 
 1.99526231e+01  2.73504185e+01 
 2.51188643e+01  2.73504184e+01 
 3.16227766e+01  2.73504184e+01 
 3.98107171e+01  2.73504183e+01 
 5.01187234e+01  2.73504181e+01 
 6.30957344e+01  2.73504179e+01 
 7.94328235e+01  2.73504175e+01 
 1.00000000e+02  2.73504170e+01 
 1.25892541e+02  2.73504161e+01 
 1.58489319e+02  2.73504146e+01 
 1.99526231e+02  2.73504124e+01 
 2.51188643e+02  2.73504088e+01 
 3.16227766e+02  2.73504031e+01 
 3.98107171e+02  2.73503940e+01 
 5.01187234e+02  2.73503797e+01 
 6.30957344e+02  2.73503570e+01 
 7.94328235e+02  2.73503210e+01 
 1.00000000e+03  2.73502639e+01 
 1.25892541e+03  2.73501735e+01 
 1.58489319e+03  2.73500302e+01 
 1.99526231e+03  2.73498032e+01 
 2.51188643e+03  2.73494433e+01 
 3.16227766e+03  2.73488731e+01 
 3.98107171e+03  2.73479695e+01 
 5.01187234e+03  2.73465380e+01 
 6.30957344e+03  2.73442703e+01 
 7.94328235e+03  2.73406790e+01 
 1.00000000e+04  2.73349938e+01 
 1.25892541e+04  2.73259992e+01 
 1.58489319e+04  2.73117824e+01 
 1.99526231e+04  2.72893460e+01 
 2.51188643e+04  2.72540232e+01 
 3.16227766e+04  2.71986229e+01 
 3.98107171e+04  2.71122426e+01 
 5.01187234e+04  2.69787656e+01 
 6.30957344e+04  2.67752825e+01 
 7.94328235e+04  2.64711337e+01 
 1.00000000e+05  2.60289019e+01 
 1.25892541e+05  2.54089865e+01 
 1.58489319e+05  2.45782546e+01 
 1.99526231e+05  2.35201371e+01 
 2.51188643e+05  2.22406334e+01 
 3.16227766e+05  2.07661351e+01 
 3.98107171e+05  1.91346325e+01 
 5.01187234e+05  1.73858513e+01 
 6.30957344e+05  1.55546782e+01 
 7.94328235e+05  1.36687307e+01 
 1.00000000e+06  1.17487632e+01 
 1.25892541e+06  9.81037128e+00 
 1.58489319e+06  7.86603917e+00 
 1.99526231e+06  5.92715905e+00 
 2.51188643e+06  4.00596762e+00 
 3.16227766e+06  2.11742840e+00 
 3.98107171e+06  2.80956158e-01 
 5.01187234e+06 -1.47848836e+00 
 6.30957344e+06 -3.13102396e+00 
 7.94328235e+06 -4.64586226e+00 
 1.00000000e+07 -5.99988415e+00 
 1.25892541e+07 -7.18863903e+00 
 1.58489319e+07 -8.22891252e+00 
 1.99526231e+07 -9.11739207e+00 
 2.51188643e+07 -9.68102130e+00 
 3.16227766e+07 -9.72428907e+00 
 3.98107171e+07 -9.85304208e+00 
 5.01187234e+07 -1.02359259e+01 
 6.30957344e+07 -1.02187387e+01 
 7.94328235e+07 -9.58608068e+00 
 1.00000000e+08 -8.69814079e+00 
 1.25892541e+08 -7.82434695e+00 
 1.58489319e+08 -7.02430073e+00 
 1.99526231e+08 -6.27338494e+00 
 2.51188643e+08 -5.53510231e+00 
 3.16227766e+08 -4.77916289e+00 
 3.98107171e+08 -3.97899933e+00 
 5.01187234e+08 -3.11468407e+00 
 6.30957344e+08 -2.18600659e+00 
 7.94328235e+08 -1.22528156e+00 
 1.00000000e+09 -2.99842458e-01 
 frequency       gain_db        
 1.00000000e+00  4.08615705e+01 
 1.25892541e+00  4.08615705e+01 
 1.58489319e+00  4.08615705e+01 
 1.99526231e+00  4.08615705e+01 
 2.51188643e+00  4.08615705e+01 
 3.16227766e+00  4.08615704e+01 
 3.98107171e+00  4.08615704e+01 
 5.01187234e+00  4.08615704e+01 
 6.30957344e+00  4.08615704e+01 
 7.94328235e+00  4.08615703e+01 
 1.00000000e+01  4.08615702e+01 
 1.25892541e+01  4.08615700e+01 
 1.58489319e+01  4.08615698e+01 
 1.99526231e+01  4.08615693e+01 
 2.51188643e+01  4.08615687e+01 
 3.16227766e+01  4.08615676e+01 
 3.98107171e+01  4.08615659e+01 
 5.01187234e+01  4.08615633e+01 
 6.30957344e+01  4.08615590e+01 
 7.94328235e+01  4.08615523e+01 
 1.00000000e+02  4.08615417e+01 
 1.25892541e+02  4.08615249e+01 
 1.58489319e+02  4.08614983e+01 
 1.99526231e+02  4.08614560e+01 
 2.51188643e+02  4.08613891e+01 
 3.16227766e+02  4.08612830e+01 
 3.98107171e+02  4.08611149e+01 
 5.01187234e+02  4.08608485e+01 
 6.30957344e+02  4.08604262e+01 
 7.94328235e+02  4.08597571e+01 
 1.00000000e+03  4.08586969e+01 
 1.25892541e+03  4.08570170e+01 
 1.58489319e+03  4.08543559e+01 
 1.99526231e+03  4.08501418e+01 
 2.51188643e+03  4.08434711e+01 
 3.16227766e+03  4.08329197e+01 
 3.98107171e+03  4.08162493e+01 
 5.01187234e+03  4.07899588e+01 
 6.30957344e+03  4.07486145e+01 
 7.94328235e+03  4.06838838e+01 
 1.00000000e+04  4.05832287e+01 
 1.25892541e+04  4.04283307e+01 
 1.58489319e+04  4.01936175e+01 
 1.99526231e+04  3.98458018e+01 
 2.51188643e+04  3.93459454e+01 
 3.16227766e+04  3.86555173e+01 
 3.98107171e+04  3.77460346e+01 
 5.01187234e+04  3.66084022e+01 
 6.30957344e+04  3.52562753e+01 
 7.94328235e+04  3.37210778e+01 
 1.00000000e+05  3.20421352e+01 
 1.25892541e+05  3.02575887e+01 
 1.58489319e+05  2.83992428e+01 
 1.99526231e+05  2.64911722e+01 
 2.51188643e+05  2.45505032e+01 
 3.16227766e+05  2.25889670e+01 
 3.98107171e+05  2.06144605e+01 
 5.01187234e+05  1.86323392e+01 
 6.30957344e+05  1.66464080e+01 
 7.94328235e+05  1.46596791e+01 
 1.00000000e+06  1.26749945e+01 
 1.25892541e+06  1.06956176e+01 
 1.58489319e+06  8.72589835e+00 
 1.99526231e+06  6.77212273e+00 
 2.51188643e+06  4.84365050e+00 
 3.16227766e+06  2.95441221e+00 
 3.98107171e+06  1.12470096e+00 
 5.01187234e+06 -6.17122591e-01 
 6.30957344e+06 -2.23393468e+00 
 7.94328235e+06 -3.68158623e+00 
 1.00000000e+07 -4.91406561e+00 
 1.25892541e+07 -5.89049018e+00 
 1.58489319e+07 -6.57774760e+00 
 1.99526231e+07 -6.93859759e+00 
 2.51188643e+07 -6.89217868e+00 
 3.16227766e+07 -6.22973978e+00 
 3.98107171e+07 -4.53546378e+00 
 5.01187234e+07 -1.99161142e+00 
 6.30957344e+07 -1.87772313e+00 
 7.94328235e+07 -3.48806418e+00 
 1.00000000e+08 -4.07901322e+00 
 1.25892541e+08 -3.50548283e+00 
 1.58489319e+08 -2.29938095e+00 
 1.99526231e+08 -8.00741944e-01 
 2.51188643e+08  7.77738720e-01 
 3.16227766e+08  2.30348845e+00 
 3.98107171e+08  3.68452927e+00 
 5.01187234e+08  4.85079153e+00 
 6.30957344e+08  5.75020225e+00 
 7.94328235e+08  6.34899248e+00 
 1.00000000e+09  6.63038197e+00 
 frequency       gain_db        
 1.00000000e+00  3.02729922e+01 
 1.25892541e+00  3.02729922e+01 
 1.58489319e+00  3.02729922e+01 
 1.99526231e+00  3.02729922e+01 
 2.51188643e+00  3.02729922e+01 
 3.16227766e+00  3.02729922e+01 
 3.98107171e+00  3.02729922e+01 
 5.01187234e+00  3.02729922e+01 
 6.30957344e+00  3.02729922e+01 
 7.94328235e+00  3.02729922e+01 
 1.00000000e+01  3.02729922e+01 
 1.25892541e+01  3.02729922e+01 
 1.58489319e+01  3.02729921e+01 
 1.99526231e+01  3.02729921e+01 
 2.51188643e+01  3.02729920e+01 
 3.16227766e+01  3.02729918e+01 
 3.98107171e+01  3.02729916e+01 
 5.01187234e+01  3.02729912e+01 
 6.30957344e+01  3.02729906e+01 
 7.94328235e+01  3.02729897e+01 
 1.00000000e+02  3.02729882e+01 
 1.25892541e+02  3.02729859e+01 
 1.58489319e+02  3.02729822e+01 
 1.99526231e+02  3.02729764e+01 
 2.51188643e+02  3.02729671e+01 
 3.16227766e+02  3.02729524e+01 
 3.98107171e+02  3.02729292e+01 
 5.01187234e+02  3.02728923e+01 
 6.30957344e+02  3.02728338e+01 
 7.94328235e+02  3.02727412e+01 
 1.00000000e+03  3.02725944e+01 
 1.25892541e+03  3.02723617e+01 
 1.58489319e+03  3.02719930e+01 
 1.99526231e+03  3.02714086e+01 
 2.51188643e+03  3.02704827e+01 
 3.16227766e+03  3.02690155e+01 
 3.98107171e+03  3.02666913e+01 
 5.01187234e+03  3.02630101e+01 
 6.30957344e+03  3.02571823e+01 
 7.94328235e+03  3.02479619e+01 
 1.00000000e+04  3.02333885e+01 
 1.25892541e+04  3.02103913e+01 
 1.58489319e+04  3.01741911e+01 
 1.99526231e+04  3.01174304e+01 
 2.51188643e+04  3.00289663e+01 
 3.16227766e+04  2.98923567e+01 
 3.98107171e+04  2.96842939e+01 
 5.01187234e+04  2.93737135e+01 
 6.30957344e+04  2.89229380e+01 
 7.94328235e+04  2.82924684e+01 
 1.00000000e+05  2.74497992e+01 
 1.25892541e+05  2.63794340e+01 
 1.58489319e+05  2.50885151e+01 
 1.99526231e+05  2.36042028e+01 
 2.51188643e+05  2.19646690e+01 
 3.16227766e+05  2.02093032e+01 
 3.98107171e+05  1.83723218e+01 
 5.01187234e+05  1.64804599e+01 
 6.30957344e+05  1.45533803e+01 
 7.94328235e+05  1.26052625e+01 
 1.00000000e+06  1.06466384e+01 
 1.25892541e+06  8.68611117e+00 
 1.58489319e+06  6.73192936e+00 
 1.99526231e+06  4.79352818e+00 
 2.51188643e+06  2.88317390e+00 
 3.16227766e+06  1.01776010e+00 
 3.98107171e+06 -7.79439200e-01 
 5.01187234e+06 -2.47773050e+00 
 6.30957344e+06 -4.03998277e+00 
 7.94328235e+06 -5.42720137e+00 
 1.00000000e+07 -6.60703017e+00 
 1.25892541e+07 -7.56313784e+00 
 1.58489319e+07 -8.29881603e+00 
 1.99526231e+07 -8.82728885e+00 
 2.51188643e+07 -9.13993465e+00 
 3.16227766e+07 -9.12951606e+00 
 3.98107171e+07 -8.43182282e+00 
 5.01187234e+07 -6.37091977e+00 
 6.30957344e+07 -2.92324290e+00 
 7.94328235e+07 -3.88577956e-01 
 1.00000000e+08 -4.72162310e-01 
 1.25892541e+08 -5.62615171e-01 
 1.58489319e+08  3.98655728e-01 
 1.99526231e+08  1.76756852e+00 
 2.51188643e+08  3.17907325e+00 
 3.16227766e+08  4.44754446e+00 
 3.98107171e+08  5.49872630e+00 
 5.01187234e+08  6.30549825e+00 
 6.30957344e+08  6.86034601e+00 
 7.94328235e+08  7.16557313e+00 
 1.00000000e+09  7.22658126e+00 
 frequency       gain_db        
 1.00000000e+00  2.56248846e+01 
 1.25892541e+00  2.56248846e+01 
 1.58489319e+00  2.56248846e+01 
 1.99526231e+00  2.56248846e+01 
 2.51188643e+00  2.56248846e+01 
 3.16227766e+00  2.56248846e+01 
 3.98107171e+00  2.56248846e+01 
 5.01187234e+00  2.56248846e+01 
 6.30957344e+00  2.56248846e+01 
 7.94328235e+00  2.56248846e+01 
 1.00000000e+01  2.56248846e+01 
 1.25892541e+01  2.56248846e+01 
 1.58489319e+01  2.56248846e+01 
 1.99526231e+01  2.56248846e+01 
 2.51188643e+01  2.56248846e+01 
 3.16227766e+01  2.56248845e+01 
 3.98107171e+01  2.56248845e+01 
 5.01187234e+01  2.56248844e+01 
 6.30957344e+01  2.56248842e+01 
 7.94328235e+01  2.56248839e+01 
 1.00000000e+02  2.56248835e+01 
 1.25892541e+02  2.56248829e+01 
 1.58489319e+02  2.56248818e+01 
 1.99526231e+02  2.56248801e+01 
 2.51188643e+02  2.56248775e+01 
 3.16227766e+02  2.56248733e+01 
 3.98107171e+02  2.56248667e+01 
 5.01187234e+02  2.56248562e+01 
 6.30957344e+02  2.56248396e+01 
 7.94328235e+02  2.56248132e+01 
 1.00000000e+03  2.56247714e+01 
 1.25892541e+03  2.56247051e+01 
