 time            v(out)          time            v(outpl)       
 3.53280000e-03  9.51945204e-01  3.53280000e-03  9.64611437e-01 
 3.54280000e-03  9.52009345e-01  3.54280000e-03  9.64669665e-01 
 3.55280000e-03  9.52073049e-01  3.55280000e-03  9.64727498e-01 
 3.56280000e-03  9.52136314e-01  3.56280000e-03  9.64784936e-01 
 3.57280000e-03  9.52199135e-01  3.57280000e-03  9.64841980e-01 
 3.58280000e-03  9.52261543e-01  3.58280000e-03  9.64898630e-01 
 3.59280000e-03  9.52323523e-01  3.59280000e-03  9.64954885e-01 
 3.60280000e-03  9.52385064e-01  3.60280000e-03  9.65010745e-01 
 3.61280000e-03  9.52446162e-01  3.61280000e-03  9.65066212e-01 
 3.62280000e-03  9.52506785e-01  3.62280000e-03  9.65121283e-01 
 3.63280000e-03  9.52566961e-01  3.63280000e-03  9.65175961e-01 
 3.64280000e-03  9.52626718e-01  3.64280000e-03  9.65230244e-01 
 3.65280000e-03  9.52686055e-01  3.65280000e-03  9.65284133e-01 
 3.66280000e-03  9.52744965e-01  3.66280000e-03  9.65337627e-01 
 3.67280000e-03  9.52803440e-01  3.67280000e-03  9.65390727e-01 
 3.68280000e-03  9.52861487e-01  3.68280000e-03  9.65443433e-01 
 3.69280000e-03  9.52919100e-01  3.69280000e-03  9.65495744e-01 
 3.70280000e-03  9.52976255e-01  3.70280000e-03  9.65547661e-01 
 3.71280000e-03  9.53032984e-01  3.71280000e-03  9.65599184e-01 
 3.72280000e-03  9.53089285e-01  3.72280000e-03  9.65650313e-01 
 3.73280000e-03  9.53145130e-01  3.73280000e-03  9.65701047e-01 
 3.74280000e-03  9.53200541e-01  3.74280000e-03  9.65751387e-01 
 3.75280000e-03  9.53255527e-01  3.75280000e-03  9.65801333e-01 
 3.76280000e-03  9.53310081e-01  3.76280000e-03  9.65850885e-01 
 3.77280000e-03  9.53364177e-01  3.77280000e-03  9.65900043e-01 
 3.78280000e-03  9.53417840e-01  3.78280000e-03  9.65948806e-01 
 3.79280000e-03  9.53471078e-01  3.79280000e-03  9.65997176e-01 
 3.80280000e-03  9.53523867e-01  3.80280000e-03  9.66045151e-01 
 3.81280000e-03  9.53576213e-01  3.81280000e-03  9.66092732e-01 
 3.82280000e-03  9.53628123e-01  3.82280000e-03  9.66139919e-01 
 3.83280000e-03  9.53679616e-01  3.83280000e-03  9.66186712e-01 
 3.84280000e-03  9.53730690e-01  3.84280000e-03  9.66233111e-01 
 3.85280000e-03  9.53781342e-01  3.85280000e-03  9.66279116e-01 
 3.86280000e-03  9.53831547e-01  3.86280000e-03  9.66324727e-01 
 3.87280000e-03  9.53881294e-01  3.87280000e-03  9.66369944e-01 
 3.88280000e-03  9.53930601e-01  3.88280000e-03  9.66414767e-01 
 3.89280000e-03  9.53979486e-01  3.89280000e-03  9.66459196e-01 
 3.90280000e-03  9.54027940e-01  3.90280000e-03  9.66503231e-01 
 3.91280000e-03  9.54075951e-01  3.91280000e-03  9.66546872e-01 
 3.92280000e-03  9.54123510e-01  3.92280000e-03  9.66590119e-01 
 3.93280000e-03  9.54170659e-01  3.93280000e-03  9.66632972e-01 
 3.94280000e-03  9.54217383e-01  3.94280000e-03  9.66675431e-01 
 3.95280000e-03  9.54263622e-01  3.95280000e-03  9.66717497e-01 
 3.96280000e-03  9.54309438e-01  3.96280000e-03  9.66759169e-01 
 3.97280000e-03  9.54354847e-01  3.97280000e-03  9.66800446e-01 
 3.98280000e-03  9.54399813e-01  3.98280000e-03  9.66841331e-01 
 3.99280000e-03  9.54444352e-01  3.99280000e-03  9.66881821e-01 
 4.00280000e-03  9.54488459e-01  4.00280000e-03  9.66921917e-01 
 4.01280000e-03  9.54532127e-01  4.01280000e-03  9.66961620e-01 
 4.02280000e-03  9.54575374e-01  4.02280000e-03  9.67000929e-01 
 4.03280000e-03  9.54618183e-01  4.03280000e-03  9.67039844e-01 
 4.04280000e-03  9.54660547e-01  4.04280000e-03  9.67078366e-01 
 4.05280000e-03  9.54702469e-01  4.05280000e-03  9.67116493e-01 
 4.06280000e-03  9.54743961e-01  4.06280000e-03  9.67154227e-01 
 4.07280000e-03  9.54785024e-01  4.07280000e-03  9.67191568e-01 
 4.08280000e-03  9.54825652e-01  4.08280000e-03  9.67228515e-01 
 4.09280000e-03  9.54865854e-01  4.09280000e-03  9.67265068e-01 
 4.10280000e-03  9.54905616e-01  4.10280000e-03  9.67301228e-01 
 4.11280000e-03  9.54944940e-01  4.11280000e-03  9.67336993e-01 
 4.12280000e-03  9.54983836e-01  4.12280000e-03  9.67372366e-01 
 4.13280000e-03  9.55022303e-01  4.13280000e-03  9.67407345e-01 
 4.14280000e-03  9.55060331e-01  4.14280000e-03  9.67441930e-01 
 4.15280000e-03  9.55097907e-01  4.15280000e-03  9.67476122e-01 
 4.16280000e-03  9.55135062e-01  4.16280000e-03  9.67509920e-01 
 4.17280000e-03  9.55171802e-01  4.17280000e-03  9.67543325e-01 
 4.18280000e-03  9.55208099e-01  4.18280000e-03  9.67576336e-01 
 4.19280000e-03  9.55243944e-01  4.19280000e-03  9.67608954e-01 
 4.20280000e-03  9.55279367e-01  4.20280000e-03  9.67641179e-01 
 4.21280000e-03  9.55314374e-01  4.21280000e-03  9.67673010e-01 
 4.22280000e-03  9.55348933e-01  4.22280000e-03  9.67704447e-01 
 4.23280000e-03  9.55383062e-01  4.23280000e-03  9.67735491e-01 
 4.24280000e-03  9.55416752e-01  4.24280000e-03  9.67766142e-01 
 4.25280000e-03  9.55450001e-01  4.25280000e-03  9.67796400e-01 
 4.26280000e-03  9.55482821e-01  4.26280000e-03  9.67826264e-01 
 4.27280000e-03  9.55515222e-01  4.27280000e-03  9.67855734e-01 
 4.28280000e-03  9.55547185e-01  4.28280000e-03  9.67884812e-01 
 4.29280000e-03  9.55578715e-01  4.29280000e-03  9.67913496e-01 
 4.30280000e-03  9.55609821e-01  4.30280000e-03  9.67941787e-01 
 4.31280000e-03  9.55640490e-01  4.31280000e-03  9.67969685e-01 
 4.32280000e-03  9.55670724e-01  4.32280000e-03  9.67997189e-01 
 4.33280000e-03  9.55700534e-01  4.33280000e-03  9.68024300e-01 
 4.34280000e-03  9.55729900e-01  4.34280000e-03  9.68051018e-01 
 4.35280000e-03  9.55758829e-01  4.35280000e-03  9.68077343e-01 
 4.36280000e-03  9.55787348e-01  4.36280000e-03  9.68103274e-01 
 4.37280000e-03  9.55815426e-01  4.37280000e-03  9.68128812e-01 
 4.38280000e-03  9.55843061e-01  4.38280000e-03  9.68153958e-01 
 4.39280000e-03  9.55870274e-01  4.39280000e-03  9.68178710e-01 
 4.40280000e-03  9.55897074e-01  4.40280000e-03  9.68203069e-01 
 4.41280000e-03  9.55923399e-01  4.41280000e-03  9.68227035e-01 
 4.42280000e-03  9.55949289e-01  4.42280000e-03  9.68250607e-01 
 4.43280000e-03  9.55974780e-01  4.43280000e-03  9.68273787e-01 
 4.44280000e-03  9.55999832e-01  4.44280000e-03  9.68296573e-01 
 4.45280000e-03  9.56024453e-01  4.45280000e-03  9.68318967e-01 
 4.46280000e-03  9.56048631e-01  4.46280000e-03  9.68340967e-01 
 4.47280000e-03  9.56072361e-01  4.47280000e-03  9.68362575e-01 
 4.48280000e-03  9.56095680e-01  4.48280000e-03  9.68383789e-01 
 4.49280000e-03  9.56118581e-01  4.49280000e-03  9.68404610e-01 
 4.50280000e-03  9.56141024e-01  4.50280000e-03  9.68425039e-01 
 4.51280000e-03  9.56163017e-01  4.51280000e-03  9.68445074e-01 
 4.52280000e-03  9.56184589e-01  4.52280000e-03  9.68464717e-01 
 4.53280000e-03  9.56205756e-01  4.53280000e-03  9.68483966e-01 
 4.54280000e-03  9.56226498e-01  4.54280000e-03  9.68502823e-01 
 4.55280000e-03  9.56246802e-01  4.55280000e-03  9.68521286e-01 
 4.56280000e-03  9.56266664e-01  4.56280000e-03  9.68539357e-01 
 4.57280000e-03  9.56286096e-01  4.57280000e-03  9.68557035e-01 
 4.58280000e-03  9.56305101e-01  4.58280000e-03  9.68574320e-01 
 4.59280000e-03  9.56323673e-01  4.59280000e-03  9.68591212e-01 
 4.60280000e-03  9.56341805e-01  4.60280000e-03  9.68607711e-01 
 4.61280000e-03  9.56359500e-01  4.61280000e-03  9.68623818e-01 
 4.62280000e-03  9.56376760e-01  4.62280000e-03  9.68639531e-01 
 4.63280000e-03  9.56393589e-01  4.63280000e-03  9.68654852e-01 
 4.64280000e-03  9.56410001e-01  4.64280000e-03  9.68669780e-01 
 4.65280000e-03  9.56425982e-01  4.65280000e-03  9.68684315e-01 
 4.66280000e-03  9.56441528e-01  4.66280000e-03  9.68698458e-01 
 4.67280000e-03  9.56456654e-01  4.67280000e-03  9.68712207e-01 
 4.68280000e-03  9.56471358e-01  4.68280000e-03  9.68725564e-01 
 4.69280000e-03  9.56485624e-01  4.69280000e-03  9.68738528e-01 
 4.70280000e-03  9.56499451e-01  4.70280000e-03  9.68751100e-01 
 4.71280000e-03  9.56512846e-01  4.71280000e-03  9.68763279e-01 
 4.72280000e-03  9.56525831e-01  4.72280000e-03  9.68775065e-01 
 4.73280000e-03  9.56538407e-01  4.73280000e-03  9.68786458e-01 
 4.74280000e-03  9.56550508e-01  4.74280000e-03  9.68797458e-01 
 4.75280000e-03  9.56562143e-01  4.75280000e-03  9.68808066e-01 
 4.76280000e-03  9.56573358e-01  4.76280000e-03  9.68818282e-01 
 4.77280000e-03  9.56584154e-01  4.77280000e-03  9.68828104e-01 
 4.78280000e-03  9.56594530e-01  4.78280000e-03  9.68837534e-01 
 4.79280000e-03  9.56604465e-01  4.79280000e-03  9.68846571e-01 
 4.80280000e-03  9.56613966e-01  4.80280000e-03  9.68855216e-01 
 4.81280000e-03  9.56623051e-01  4.81280000e-03  9.68863468e-01 
 4.82280000e-03  9.56631706e-01  4.82280000e-03  9.68871328e-01 
 4.83280000e-03  9.56639921e-01  4.83280000e-03  9.68878795e-01 
 4.84280000e-03  9.56647719e-01  4.84280000e-03  9.68885869e-01 
 4.85280000e-03  9.56655107e-01  4.85280000e-03  9.68892551e-01 
 4.86280000e-03  9.56662043e-01  4.86280000e-03  9.68898840e-01 
 4.87280000e-03  9.56668533e-01  4.87280000e-03  9.68904736e-01 
 4.88280000e-03  9.56674606e-01  4.88280000e-03  9.68910240e-01 
 4.89280000e-03  9.56680246e-01  4.89280000e-03  9.68915352e-01 
 4.90280000e-03  9.56685449e-01  4.90280000e-03  9.68920071e-01 
 4.91280000e-03  9.56690215e-01  4.91280000e-03  9.68924397e-01 
 4.92280000e-03  9.56694544e-01  4.92280000e-03  9.68928331e-01 
 4.93280000e-03  9.56698456e-01  4.93280000e-03  9.68931873e-01 
 4.94280000e-03  9.56701948e-01  4.94280000e-03  9.68935022e-01 
 4.95280000e-03  9.56705011e-01  4.95280000e-03  9.68937778e-01 
 4.96280000e-03  9.56707641e-01  4.96280000e-03  9.68940142e-01 
 4.97280000e-03  9.56709842e-01  4.97280000e-03  9.68942114e-01 
 4.98280000e-03  9.56711610e-01  4.98280000e-03  9.68943693e-01 
 4.99280000e-03  9.56712955e-01  4.99280000e-03  9.68944880e-01 
 5.00280000e-03  9.56713856e-01  5.00280000e-03  9.68945674e-01 
 5.01280000e-03  9.56714323e-01  5.01280000e-03  9.68946076e-01 
 5.02280000e-03  9.56714367e-01  5.02280000e-03  9.68946085e-01 
 5.03280000e-03  9.56713967e-01  5.03280000e-03  9.68945702e-01 
 5.04280000e-03  9.56713139e-01  5.04280000e-03  9.68944926e-01 
 5.05280000e-03  9.56711886e-01  5.05280000e-03  9.68943758e-01 
 5.06280000e-03  9.56710203e-01  5.06280000e-03  9.68942198e-01 
 5.07280000e-03  9.56708084e-01  5.07280000e-03  9.68940245e-01 
 5.08280000e-03  9.56705522e-01  5.08280000e-03  9.68937900e-01 
 5.09280000e-03  9.56702539e-01  5.09280000e-03  9.68935162e-01 
 5.10280000e-03  9.56699135e-01  5.10280000e-03  9.68932032e-01 
 5.11280000e-03  9.56695287e-01  5.11280000e-03  9.68928510e-01 
 5.12280000e-03  9.56691018e-01  5.12280000e-03  9.68924596e-01 
 5.13280000e-03  9.56686330e-01  5.13280000e-03  9.68920289e-01 
 5.14280000e-03  9.56681211e-01  5.14280000e-03  9.68915589e-01 
 5.15280000e-03  9.56675669e-01  5.15280000e-03  9.68910498e-01 
 5.16280000e-03  9.56669682e-01  5.16280000e-03  9.68905014e-01 
 5.17280000e-03  9.56663248e-01  5.17280000e-03  9.68899137e-01 
 5.18280000e-03  9.56656398e-01  5.18280000e-03  9.68892868e-01 
 5.19280000e-03  9.56649121e-01  5.19280000e-03  9.68886207e-01 
 5.20280000e-03  9.56641397e-01  5.20280000e-03  9.68879154e-01 
 5.21280000e-03  9.56633256e-01  5.21280000e-03  9.68871708e-01 
 5.22280000e-03  9.56624685e-01  5.22280000e-03  9.68863870e-01 
 5.23280000e-03  9.56615675e-01  5.23280000e-03  9.68855640e-01 
 5.24280000e-03  9.56606247e-01  5.24280000e-03  9.68847017e-01 
 5.25280000e-03  9.56596389e-01  5.25280000e-03  9.68838002e-01 
 5.26280000e-03  9.56586085e-01  5.26280000e-03  9.68828595e-01 
 5.27280000e-03  9.56575383e-01  5.27280000e-03  9.68818796e-01 
 5.28280000e-03  9.56564270e-01  5.28280000e-03  9.68808604e-01 
 5.29280000e-03  9.56552688e-01  5.29280000e-03  9.68798020e-01 
 5.30280000e-03  9.56540642e-01  5.30280000e-03  9.68787044e-01 
 5.31280000e-03  9.56528176e-01  5.31280000e-03  9.68775675e-01 
 5.32280000e-03  9.56515300e-01  5.32280000e-03  9.68763914e-01 
 5.33280000e-03  9.56501977e-01  5.33280000e-03  9.68751761e-01 
 5.34280000e-03  9.56488228e-01  5.34280000e-03  9.68739216e-01 
 5.35280000e-03  9.56474067e-01  5.35280000e-03  9.68726278e-01 
 5.36280000e-03  9.56459486e-01  5.36280000e-03  9.68712948e-01 
 5.37280000e-03  9.56444452e-01  5.37280000e-03  9.68699226e-01 
 5.38280000e-03  9.56428982e-01  5.38280000e-03  9.68685111e-01 
 5.39280000e-03  9.56413090e-01  5.39280000e-03  9.68670604e-01 
 5.40280000e-03  9.56396768e-01  5.40280000e-03  9.68655706e-01 
 5.41280000e-03  9.56380028e-01  5.41280000e-03  9.68640414e-01 
 5.42280000e-03  9.56362837e-01  5.42280000e-03  9.68624731e-01 
 5.43280000e-03  9.56345200e-01  5.43280000e-03  9.68608655e-01 
 5.44280000e-03  9.56327163e-01  5.44280000e-03  9.68592187e-01 
 5.45280000e-03  9.56308719e-01  5.45280000e-03  9.68575327e-01 
 5.46280000e-03  9.56289825e-01  5.46280000e-03  9.68558075e-01 
 5.47280000e-03  9.56270495e-01  5.47280000e-03  9.68540430e-01 
 5.48280000e-03  9.56250747e-01  5.48280000e-03  9.68522393e-01 
 5.49280000e-03  9.56230546e-01  5.49280000e-03  9.68503964e-01 
 5.50280000e-03  9.56209898e-01  5.50280000e-03  9.68485143e-01 
 5.51280000e-03  9.56188827e-01  5.51280000e-03  9.68465929e-01 
 5.52280000e-03  9.56167345e-01  5.52280000e-03  9.68446323e-01 
 5.53280000e-03  9.56145436e-01  5.53280000e-03  9.68426325e-01 
 5.54280000e-03  9.56123082e-01  5.54280000e-03  9.68405935e-01 
 5.55280000e-03  9.56100302e-01  5.55280000e-03  9.68385153e-01 
 5.56280000e-03  9.56077106e-01  5.56280000e-03  9.68363978e-01 
 5.57280000e-03  9.56053471e-01  5.57280000e-03  9.68342411e-01 
 5.58280000e-03  9.56029397e-01  5.58280000e-03  9.68320452e-01 
 5.59280000e-03  9.56004871e-01  5.59280000e-03  9.68298100e-01 
 5.60280000e-03  9.55979907e-01  5.60280000e-03  9.68275357e-01 
 5.61280000e-03  9.55954531e-01  5.61280000e-03  9.68252221e-01 
 5.62280000e-03  9.55928721e-01  5.62280000e-03  9.68228693e-01 
 5.63280000e-03  9.55902487e-01  5.63280000e-03  9.68204773e-01 
 5.64280000e-03  9.55875824e-01  5.64280000e-03  9.68180460e-01 
 5.65280000e-03  9.55848728e-01  5.65280000e-03  9.68155756e-01 
 5.66280000e-03  9.55821197e-01  5.66280000e-03  9.68130659e-01 
 5.67280000e-03  9.55793259e-01  5.67280000e-03  9.68105170e-01 
 5.68280000e-03  9.55764904e-01  5.68280000e-03  9.68079288e-01 
 5.69280000e-03  9.55736088e-01  5.69280000e-03  9.68053015e-01 
 5.70280000e-03  9.55706840e-01  5.70280000e-03  9.68026349e-01 
 5.71280000e-03  9.55677155e-01  5.71280000e-03  9.67999291e-01 
 5.72280000e-03  9.55647021e-01  5.72280000e-03  9.67971841e-01 
 5.73280000e-03  9.55616461e-01  5.73280000e-03  9.67943998e-01 
 5.74280000e-03  9.55585488e-01  5.74280000e-03  9.67915764e-01 
 5.75280000e-03  9.55554087e-01  5.75280000e-03  9.67887137e-01 
 5.76280000e-03  9.55522257e-01  5.76280000e-03  9.67858118e-01 
 5.77280000e-03  9.55489990e-01  5.77280000e-03  9.67828706e-01 
 5.78280000e-03  9.55457285e-01  5.78280000e-03  9.67798903e-01 
 5.79280000e-03  9.55424171e-01  5.79280000e-03  9.67768707e-01 
 5.80280000e-03  9.55390622e-01  5.80280000e-03  9.67738119e-01 
 5.81280000e-03  9.55356614e-01  5.81280000e-03  9.67707138e-01 
 5.82280000e-03  9.55322191e-01  5.82280000e-03  9.67675766e-01 
 5.83280000e-03  9.55287351e-01  5.83280000e-03  9.67644001e-01 
 5.84280000e-03  9.55252063e-01  5.84280000e-03  9.67611844e-01 
 5.85280000e-03  9.55216330e-01  5.85280000e-03  9.67579295e-01 
 5.86280000e-03  9.55180165e-01  5.86280000e-03  9.67546354e-01 
 5.87280000e-03  9.55143574e-01  5.87280000e-03  9.67513020e-01 
 5.88280000e-03  9.55106568e-01  5.88280000e-03  9.67479294e-01 
 5.89280000e-03  9.55069140e-01  5.89280000e-03  9.67445176e-01 
 5.90280000e-03  9.55031286e-01  5.90280000e-03  9.67410666e-01 
 5.91280000e-03  9.54992953e-01  5.91280000e-03  9.67375763e-01 
 5.92280000e-03  9.54954175e-01  5.92280000e-03  9.67340469e-01 
 5.93280000e-03  9.54915003e-01  5.93280000e-03  9.67304782e-01 
 5.94280000e-03  9.54875398e-01  5.94280000e-03  9.67268702e-01 
 5.95280000e-03  9.54835350e-01  5.95280000e-03  9.67232231e-01 
 5.96280000e-03  9.54794876e-01  5.96280000e-03  9.67195367e-01 
 5.97280000e-03  9.54753977e-01  5.97280000e-03  9.67158111e-01 
 5.98280000e-03  9.54712641e-01  5.98280000e-03  9.67120463e-01 
 5.99280000e-03  9.54670872e-01  5.99280000e-03  9.67082422e-01 
 6.00280000e-03  9.54628670e-01  6.00280000e-03  9.67043990e-01 
 6.01280000e-03  9.54586052e-01  6.01280000e-03  9.67005165e-01 
 6.02280000e-03  9.54542983e-01  6.02280000e-03  9.66965947e-01 
 6.03280000e-03  9.54499473e-01  6.03280000e-03  9.66926338e-01 
 6.04280000e-03  9.54455548e-01  6.04280000e-03  9.66886336e-01 
 6.05280000e-03  9.54411185e-01  6.05280000e-03  9.66845942e-01 
 6.06280000e-03  9.54366401e-01  6.06280000e-03  9.66805155e-01 
 6.07280000e-03  9.54321194e-01  6.07280000e-03  9.66763977e-01 
 6.08280000e-03  9.54275540e-01  6.08280000e-03  9.66722406e-01 
 6.09280000e-03  9.54229456e-01  6.09280000e-03  9.66680443e-01 
 6.10280000e-03  9.54182961e-01  6.10280000e-03  9.66638088e-01 
 6.11280000e-03  9.54136032e-01  6.11280000e-03  9.66595340e-01 
 6.12280000e-03  9.54088644e-01  6.12280000e-03  9.66552200e-01 
 6.13280000e-03  9.54040792e-01  6.13280000e-03  9.66508668e-01 
 6.14280000e-03  9.53992545e-01  6.14280000e-03  9.66464744e-01 
 6.15280000e-03  9.53943881e-01  6.15280000e-03  9.66420427e-01 
 6.16280000e-03  9.53894754e-01  6.16280000e-03  9.66375718e-01 
 6.17280000e-03  9.53845190e-01  6.17280000e-03  9.66330617e-01 
 6.18280000e-03  9.53795191e-01  6.18280000e-03  9.66285124e-01 
 6.19280000e-03  9.53744770e-01  6.19280000e-03  9.66239238e-01 
 6.20280000e-03  9.53693922e-01  6.20280000e-03  9.66192960e-01 
 6.21280000e-03  9.53642646e-01  6.21280000e-03  9.66146289e-01 
 6.22280000e-03  9.53590940e-01  6.22280000e-03  9.66099227e-01 
 6.23280000e-03  9.53538809e-01  6.23280000e-03  9.66051772e-01 
 6.24280000e-03  9.53486246e-01  6.24280000e-03  9.66003925e-01 
 6.25280000e-03  9.53433236e-01  6.25280000e-03  9.65955686e-01 
 6.26280000e-03  9.53379787e-01  6.26280000e-03  9.65907054e-01 
 6.27280000e-03  9.53325905e-01  6.27280000e-03  9.65858030e-01 
 6.28280000e-03  9.53271568e-01  6.28280000e-03  9.65808614e-01 
 6.29280000e-03  9.53216810e-01  6.29280000e-03  9.65758805e-01 
 6.30280000e-03  9.53161638e-01  6.30280000e-03  9.65708605e-01 
 6.31280000e-03  9.53106007e-01  6.31280000e-03  9.65658011e-01 
 6.32280000e-03  9.53049930e-01  6.32280000e-03  9.65607026e-01 
 6.33280000e-03  9.52993416e-01  6.33280000e-03  9.65555649e-01 
 6.34280000e-03  9.52936476e-01  6.34280000e-03  9.65503879e-01 
 6.35280000e-03  9.52879126e-01  6.35280000e-03  9.65451717e-01 
 6.36280000e-03  9.52821356e-01  6.36280000e-03  9.65399162e-01 
 6.37280000e-03  9.52763159e-01  6.37280000e-03  9.65346216e-01 
 6.38280000e-03  9.52704501e-01  6.38280000e-03  9.65292877e-01 
 6.39280000e-03  9.52645418e-01  6.39280000e-03  9.65239145e-01 
 6.40280000e-03  9.52585897e-01  6.40280000e-03  9.65185022e-01 
 6.41280000e-03  9.52525916e-01  6.41280000e-03  9.65130506e-01 
 6.42280000e-03  9.52465529e-01  6.42280000e-03  9.65075598e-01 
 6.43280000e-03  9.52404702e-01  6.43280000e-03  9.65020298e-01 
 6.44280000e-03  9.52343435e-01  6.44280000e-03  9.64964605e-01 
 6.45280000e-03  9.52281739e-01  6.45280000e-03  9.64908521e-01 
 6.46280000e-03  9.52219592e-01  6.46280000e-03  9.64852044e-01 
 6.47280000e-03  9.52157021e-01  6.47280000e-03  9.64795174e-01 
 6.48280000e-03  9.52094030e-01  6.48280000e-03  9.64737913e-01 
 6.49280000e-03  9.52030621e-01  6.49280000e-03  9.64680259e-01 
 6.50280000e-03  9.51966791e-01  6.50280000e-03  9.64622213e-01 
 6.51280000e-03  9.51902498e-01  6.51280000e-03  9.64563775e-01 
 6.52280000e-03  9.51837758e-01  6.52280000e-03  9.64504944e-01 
 6.53280000e-03  9.51772612e-01  6.53280000e-03  9.64445722e-01 
 6.54280000e-03  9.51707039e-01  6.54280000e-03  9.64386107e-01 
 6.55280000e-03  9.51641018e-01  6.55280000e-03  9.64326099e-01 
 6.56280000e-03  9.51574535e-01  6.56280000e-03  9.64265700e-01 
 6.57280000e-03  9.51507602e-01  6.57280000e-03  9.64204908e-01 
 6.58280000e-03  9.51440239e-01  6.58280000e-03  9.64143725e-01 
 6.59280000e-03  9.51372450e-01  6.59280000e-03  9.64082148e-01 
 6.60280000e-03  9.51304233e-01  6.60280000e-03  9.64020180e-01 
 6.61280000e-03  9.51235574e-01  6.61280000e-03  9.63957820e-01 
 6.62280000e-03  9.51166473e-01  6.62280000e-03  9.63895067e-01 
 6.63280000e-03  9.51096941e-01  6.63280000e-03  9.63831922e-01 
 6.64280000e-03  9.51026986e-01  6.64280000e-03  9.63768385e-01 
 6.65280000e-03  9.50956594e-01  6.65280000e-03  9.63704456e-01 
 6.66280000e-03  9.50885768e-01  6.66280000e-03  9.63640135e-01 
 6.67280000e-03  9.50814510e-01  6.67280000e-03  9.63575421e-01 
 6.68280000e-03  9.50742805e-01  6.68280000e-03  9.63510316e-01 
 6.69280000e-03  9.50670652e-01  6.69280000e-03  9.63444818e-01 
 6.70280000e-03  9.50598075e-01  6.70280000e-03  9.63378928e-01 
 6.71280000e-03  9.50525064e-01  6.71280000e-03  9.63312646e-01 
 6.72280000e-03  9.50451621e-01  6.72280000e-03  9.63245972e-01 
 6.73280000e-03  9.50377756e-01  6.73280000e-03  9.63178906e-01 
 6.74280000e-03  9.50303468e-01  6.74280000e-03  9.63111447e-01 
 6.75280000e-03  9.50228721e-01  6.75280000e-03  9.63043597e-01 
 6.76280000e-03  9.50153505e-01  6.76280000e-03  9.62975354e-01 
 6.77280000e-03  9.50077867e-01  6.77280000e-03  9.62906720e-01 
 6.78280000e-03  9.50001843e-01  6.78280000e-03  9.62837693e-01 
 6.79280000e-03  9.49925390e-01  6.79280000e-03  9.62768274e-01 
 6.80280000e-03  9.49848457e-01  6.80280000e-03  9.62698464e-01 
 6.81280000e-03  9.49771080e-01  6.81280000e-03  9.62628261e-01 
 6.82280000e-03  9.49693275e-01  6.82280000e-03  9.62557666e-01 
 6.83280000e-03  9.49615056e-01  6.83280000e-03  9.62486679e-01 
 6.84280000e-03  9.49536367e-01  6.84280000e-03  9.62415300e-01 
 6.85280000e-03  9.49457247e-01  6.85280000e-03  9.62343530e-01 
 6.86280000e-03  9.49377734e-01  6.86280000e-03  9.62271367e-01 
 6.87280000e-03  9.49297757e-01  6.87280000e-03  9.62198812e-01 
 6.88280000e-03  9.49217332e-01  6.88280000e-03  9.62125866e-01 
 6.89280000e-03  9.49136486e-01  6.89280000e-03  9.62052527e-01 
 6.90280000e-03  9.49055219e-01  6.90280000e-03  9.61978797e-01 
 6.91280000e-03  9.48973491e-01  6.91280000e-03  9.61904674e-01 
 6.92280000e-03  9.48891285e-01  6.92280000e-03  9.61830160e-01 
 6.93280000e-03  9.48808658e-01  6.93280000e-03  9.61755254e-01 
 6.94280000e-03  9.48725611e-01  6.94280000e-03  9.61679957e-01 
 6.95280000e-03  9.48642137e-01  6.95280000e-03  9.61604267e-01 
 6.96280000e-03  9.48558218e-01  6.96280000e-03  9.61528185e-01 
 6.97280000e-03  9.48473862e-01  6.97280000e-03  9.61451712e-01 
 6.98280000e-03  9.48389067e-01  6.98280000e-03  9.61374847e-01 
 6.99280000e-03  9.48303823e-01  6.99280000e-03  9.61297590e-01 
 7.00280000e-03  9.48218140e-01  7.00280000e-03  9.61219942e-01 
 7.01280000e-03  9.48132023e-01  7.01280000e-03  9.61141902e-01 
 7.02280000e-03  9.48045475e-01  7.02280000e-03  9.61063470e-01 
 7.03280000e-03  9.47958523e-01  7.03280000e-03  9.60984646e-01 
 7.04280000e-03  9.47871141e-01  7.04280000e-03  9.60905431e-01 
 7.05280000e-03  9.47783297e-01  7.05280000e-03  9.60825824e-01 
 7.06280000e-03  9.47695009e-01  7.06280000e-03  9.60745826e-01 
 7.07280000e-03  9.47606266e-01  7.07280000e-03  9.60665436e-01 
 7.08280000e-03  9.47517096e-01  7.08280000e-03  9.60584655e-01 
 7.09280000e-03  9.47427483e-01  7.09280000e-03  9.60503481e-01 
 7.10280000e-03  9.47337419e-01  7.10280000e-03  9.60421917e-01 
 7.11280000e-03  9.47246948e-01  7.11280000e-03  9.60339961e-01 
 7.12280000e-03  9.47156047e-01  7.12280000e-03  9.60257614e-01 
 7.13280000e-03  9.47064696e-01  7.13280000e-03  9.60174875e-01 
 7.14280000e-03  9.46972911e-01  7.14280000e-03  9.60091745e-01 
 7.15280000e-03  9.46880691e-01  7.15280000e-03  9.60008223e-01 
 7.16280000e-03  9.46787991e-01  7.16280000e-03  9.59924310e-01 
 7.17280000e-03  9.46694841e-01  7.17280000e-03  9.59840006e-01 
 7.18280000e-03  9.46601285e-01  7.18280000e-03  9.59755310e-01 
 7.19280000e-03  9.46507297e-01  7.19280000e-03  9.59670224e-01 
